address, current_balance , gross_tx_amount , in_amount , out_amount , fees , out_txn_count , in_tx_count , gross_txn_count 
GA2LYIAUH4TJNZA4QAOZEFTGDT7ZOJ5IUDEMFQOKNG5XB6VJ2AY72EE3,11,8539,4275,4264,0,39,39,78
GCIILYMDIEW4PTJHPGVODD57CYFXXF4D6BBQRMGOUH2SSC7TBNXFFU36,11,3589,1800,1789,0,11,14,25
GDKSR7OMLB7XFR6UTEMTMWLY7SRGJPF3MFHJEJGKZ6WOSD4Y2EC3RHTJ,11,7503,3757,3746,0,26,26,52
GBIYWGE34HIK43SMZWN6NDKZEHOZIW3PFYDU4PIOTHW3ERLNETGCAKF2,11,5389,2700,2689,0,11,11,22
GB5DXHVPGNJFXNLRH2KKIFLH5CKLAOVPGCELOBYTMF25QPRU4EU6A7CI,11,2189,1100,1089,0,11,11,22
GBICAGO3IKLYXEJVNYJKHO52UIK4Z5LQUS2YYCPOJPHAGCYFZWPUWZOT,11,15391,7701,7690,0,12,13,25
GBJES5VTF6Z54CTT2LEUQGBBNDP7JIOVR4BKVTXZRD34EOSWI7V3H472,11,3189,1600,1589,0,11,11,22
GALDQ3MYLTGLF2YHVS225XEEHQEHGTR3TCHTOMVDAJVJ6NFMXVVPRWVL,11,1785,898,887,0,13,13,26
GDMTDRUKSJSSZM4JJPELBQRQHM4RRMC4POUWN2JHQ4MED4GZFUPKT4SF,11,2389,1200,1189,0,11,11,22
GCFLYCWDIJSKBCOFORE2EQFPTNCXZNFNCW7VAM4A2RFUPHKXRZCZEKJF,11,11,11,0,0,1,2,3
GBSNOFXMH5B5UHGDQDV6SODELO7VGM4WMJSFL76V4QOPFNHIVADAUCU4,11,377,194,183,0,15,15,30
GASXXMHF3UCPD5M33VD2MLDAVWQMBJI4KION5FVOQDJRP2EQW3PRI6MS,11,3998,2009,1989,9,23,21,44
GDC6DMCPYN7FNVLF2JRN6QP5XTBVHD56HYQN6XFBBJULSCJFX225PL4V,11,11,11,0,0,0,1,1
GBY35XCGN6AMUKFBRXAJPOIKJK7TCDIEWSK27ZV5OW4ZQKETFATOGENQ,11,2189,1100,1089,0,11,11,22
GBDPIS76REDOXJJHS7YJ7UHZ7CSQNAPIURGRMF3GBCXC4FTLPRJVWM2U,10.89,87792,44000,43792,197.11,21,22,43
GASCCRNJGCYUJNDNO22O5C5UY5O33N46WIW62ARXPMPQPGASNF27LLNH,10.84,971,492,479,2.16,3,4,7
GBGUSAGZUXLQBQIHKADCVMS6QHPZXIWEOGT2RO7CEK5XQFJOPOCPWTHD,10.8,20942,10500,10442,47.2,17,24,41
GBWXBLO46F4SJF2BCXCCN5OBRUPWYVSA2QJ7ADHD3PCLFBR6XQL6YYBQ,10.3,26131,13100,13031,58.7,24,79,103
GBEAQX4L7VWZXAQNTOCJNGO6INWQ6EZW2S2WAXDLVG6OSMS3NLYGUOOC,10.07,96174,48200,47974,215.93,65,59,124
GCUOASPUWNBWWE7OKTPGVJSMMLAHDJW2CPKALANQNXRAEZB2LN5NHMVR,10,4386,2198,2188,0,11,11,22
GD3SMGDEYJYKHYNAYYOF7AISRJVF44LMFLJX3J3PROJKGCSMLQWAUAKX,10,3264,1637,1627,0,11,11,22
GA6TEGNWRYF346B442YHPK4YUOZOVIIKXXRV2PQCRVHX3KJER2PBNJ45,10,4176,2093,2083,0,10,10,20
GANMSVRFTCBQSPPLANEYVUS7US64F3R4XNGQHDC6KGEC2L7PQQMZQVR7,10,2980,1495,1485,0,15,15,30
GB5SN2QRUIYLU644I7ZABFVO3GD2GBHLZIPCWR5F3EWOKY5V6CUKYWU6,10,150590,75300,75290,0,10,10,20
GAQUZ34KYOC4Z6QCQZZHVIOZ7B5PFTDG5VXI64XUXYQYFV4IXLBWQ42B,10,"3,584.00","1,797.00","1,787.00",0,10,10,20
GD4WMKVQ7RXOVBXGCOO7Z7N5SUW4DRY5JNTCWF4TBJXIK7MZLDR2UZEH,10,5396,2703,2693,0,11,11,22
GDHHXGWOEP2K2D3ZGZN4LJH7UIQIB3NXCK7TNFLNOZVVGXITIPVULL2A,10,1990,1000,990,0,11,11,22
GCC54N6764IRWMDRIYFYZCEYVZSZ4G4MQYL6KCEAL3OUIRZVHGUDJBHV,10,14390,7200,7190,0,10,10,20
GB47LJFGPOD22PN6EPFXORXBEIKNS7HUH3X4DGQQFJJG6QUMSVRYC6PE,10,4990,2500,2490,0,10,10,20
GCUIL2LXBC4I7K4M3BN6Q3GYUA3E4SZZPZW3SYG3HCDGXC4ARBORP76B,10,3372,1691,1681,0,14,14,28
GAAJ6SG6YGDX2WFGQRTXA5YIVAGLLLPMIAJJKDCGVEIHPUD6PRDYBTYE,10,1990,1000,990,0,10,10,20
GBNHFSNSTOLNM3VIJNCRSTGTNWNIFQBDTLHHHEHWV4QSV5FKBLSIL25H,10,1990,1000,990,0,10,10,20
GDPCQ3KWM776F2AXF7OD3X7VDA3X63NLAEZ2ESVLH7YIBMJK4YLLROKJ,10,10,10,0,0,0,1,1
GBQNGR2WWKQQBQ36ZZ7OUHB5WJYD5OHVLIOEM6B75Q4QHEVEPM3O3SE7,10,3190,1600,1590,0,10,10,20
GAGSUOZ6JDT6W5ATFLVMELEDPVKMDYCEIQ72IFLBAWVLJPRO2GVHW5AA,9.94,3582,1800,1782,8.06,19,16,35
GAMZZDM2FJX46FDP4Y2QUMSPTTBZKE5GDVZ46BEGYUMJI5MSLZ6SGAQN,9.38,3383,1700,1683,7.62,17,17,34
GARP2ZUBW7US5US5ZUVBQLHXNAVLLMBS5FXQE6XJRGJDMUTJWXS2VV2F,9.1,15538,7791,7747,34.9,17,17,34
GC4FQRD6MQZVNZWDTX66TIUXOI5BBALCQ6QB5XFCQWUOV6L76VRDHO73,9,1791,900,891,0,9,9,18
GBF5MDETGI6NNNPWUXYACW6Z2W2YSJCSFATVMXM7WDVDSYTGTEX3NBJO,9,7291,3650,3641,0,10,11,21
GDVLR7MIVSL2PTF426A43JH25MXTNGIPA4TDOPNUKNWP6JFM3XWOAYRS,9,"2,791.00","1,400.00","1,391.00",0,10,10,20
GBQ4UYYJDI37ZUIWHHEXFHJN2EQXYFCJ362X4SNEBAD2GCR2ECUYMZFP,9,21591,10800,10791,0,9,9,18
GCWROYTQSNWGXJW6XUU6V5QKZF7BZZUXOIFEKN5VN5PJKVURQWL5GK3O,9,12591,6300,6291,0,9,9,18
GBR65SV3QC67VKRHAYSYNKJ3MLPKAVWS5AYLY5GKQHPAO2D5LC3JOOIO,9,21409,10709,10700,0,10,10,20
GD54CTCS3UPQELRQKRH37BJAUMWY3SHJRASQF4GEZJGUMZPWJGDJSYPT,9,3391,1700,1691,0,9,9,18
GDAJ3JWUIR72LQAB2XQI7BBJUUO4RFKVSOOCWJ5XW23YEZVUQN3Q3CSQ,9,16991,8500,8491,0,9,9,18
GAU3AYOJHP4UGOMTIJ54I5PGWLNBUBJ5XK27AML5QNY2TFWJBCYJTUTT,9,4591,2300,2291,0,9,10,19
GAXO3BZBZQ4BN7NRSNLL7F4OQL52NJHFYLONJM6OLZQXUKD6PD6VXY3S,9,9,9,0,0,0,1,1
GA6DSI5KJ4IOWZGMCOJ6NONFV6Z224JK2AZDABCW3PDSCA3MTKYJDFXB,9,1791,900,891,0,9,9,18
GCSLLQ6BOFZCTDVVUBQ4S7UPCDGKVOUWRRKCZX4ETGAMYKPEJU4KC7QB,9,2791,1400,1391,0,9,9,18
GBMNZK4VK2BW73FGJU4UEJQBKQ7LGCME3LEH4EPXYCNWTXYEWQSPHQ7L,9,119253,59631,59622,0,40,40,80
GAPDZKXHFG7R3ENDOZXXX5AWANWQ6BM6KKYORDRBAEQAZM3JQUMKCIFU,9,"6,339.00","3,174.00","3,165.00",0,11,11,22
GBVUCJUTWUVP2VVIXKBAR7RPKIH5R2BGQULRSTWM6S7KMOMEBUPTI7PE,9,10761,5385,5376,0,11,11,22
GCAHEK36PHL2M7V22UL3VT7KFVI4U5JKMPMXMG3C6QF7CCN7C425DHNI,9,2991,1500,1491,0,9,9,18
GB4BRWGHE72XKNYTI5OPKHYFFTWUKO72SBI6HBSORMESZVTTAPPBNQHG,8.78,12563,6300,6263,28.22,37,37,74
GDZQPNGDD5VNI6ILLFSISJGITMEVAZH3KGZE6U2QZYLV6Z32QS6VLOXW,8.58,193,101,92,0.42,5,4,9
GDCPUYO4C7ZHEXRI3IQGVWLVSYNJPB2QVO6S3S6IJW2XTSZQPU63FMDH,8.49,"3,783.00",1900,1883,8.51,18,16,34
GDTLRKZ5LK7YP3QBCGFL3TWD7KLQK7VES2CNILZ5CYHQUDNE2BVL3OW6,8.28,2985,1500,1485,6.72,15,15,30
GBZTI52JFL7NJXFE6CGPKWZCSVINF2VV4VN74QKUWTXDDAEWTMJM3RUA,8.1,10197,5114,5083,22.9,25,24,49
GABPSYOK2NZI7UHDCLV5GCLBCA3ZB7I6HNNHC5ZZSX3DFSPRCGWRW2AF,8.01,5779,2900,2879,12.99,17,17,34
GATNRE24JQIJHFJ2FKPEPYGUPFHR45YSG2CQ7D65WMWIYHM6STCVFGGI,8,4364,2186,2178,0,8,8,16
GD3DRZDBB7FVC5ZNX3Z6WFC6NUSHOJW4LUGLBCAJ6EKZZRCVIYKIDATX,8,1592,800,792,0,8,8,16
GCGWCFGEJCTJCHNF5BEJNY4DGVRW5M2GNWO2EO7KMFFBN2KSAMYTYATU,8,1592,800,792,0,8,8,16
GDLXWPGBOSRUR25KPFRE764GPYGFOHK6JMJHXVMDE5EM5FYQQ3VGHUCZ,8,"1,790.00",899.00,891.00,0,9,9,18
GC4TX3CNO7JGCZPGXFTOBSL6ONI4QIAV6BBYSA5PBFF7WZ3C7IB4U2CQ,8,8,8,0,0,0,1,1
GCM2FC7LHXKVOWV3OWOYX7FBJZKQMHJYH7YKGYSATD6MAKAFPF5J3KXZ,8,1992,1000,992,0,8,8,16
GDR55RSUXURSANHGKTG7R3C57JNZVP7XWXPHFNTVQTT7NG5IX57G3B3N,8,2392,1200,1192,0,8,8,16
GCCL2MYGIATKCM2C22U4IX36HYN6ZF62P6WWV72VVIYIWIQG2TXL6QW6,8,2192,1100,1092,0,8,8,16
GBPDMMBRI3VZSHHVF2KLEXZPAORWFELUSUMMU3WBMI57VJBC7OW7XV4V,8,14592,7300,7292,0,8,8,16
GDLR25UQRJUME2E7D2ZM3WLD6AYAOSUTDMKNJUGPZD67P5OR7DBQECBT,8,138,73,65,0,8,8,16
GBPW7IJL5KRDOM5RGMKVVPO6Q6DLBAZIBXV3AB5OIXKZ5MUQC4GIRWRQ,8,2992,1500,1492,0,8,9,17
GB6B7RL7RC663ZV7DSHSWLNSFQG52FBPKDHBE6NHZX6A5GTNKO7XDVS2,8,14192,7100,7092,0,8,8,16
GD5MQWSVKLBDAFBUUNPXHERN3LV7UA4KOSXZKBRRPJ27YSJRIL2VFGZK,8,2792,1400,1392,0,8,8,16
GBSE4Y3KWKBAHXKTNUVL6MKPUV2RPUGAGZOYOLBD27MG2MVXMDPNJJR3,8,1592,800,792,0,8,8,16
GCTOUZIXMJMNRJF6KJH537VLOXVLLFMLFVX5XZ3GRRPBLQTWPQCXSVBJ,8,1592,800,792,0,8,8,16
GD3FEQOQ4M75ZVRUKXN4Y7ZDEV2DG5KWRLZFRK5W57QUMCV4SXWSOAOV,8,1792,900,892,0,8,8,16
GDRRQC7LYZI22BL4JXY62BYUMVDE5XI4OB2ZWKC3OHE2W4R4WENPTD2N,8,396,202,194,0,10,10,20
GBFQZZKK5LOASOI57ZGE7CQQIBFJNMGV2OEMHEFZDJUO6DRBSCQUHGK5,8,1592,800,792,0,8,8,16
GDA53XIIYX4RSW6RWEI3KQSPMT4L5HFU3U5AEQTQLKEYCP47EPCSKKGN,8,388,198,190,0,10,10,20
GANHRR6S5DYYNVSEEFH6OL7TVIRQ5MTA46US3NBQYL2NRQIHK3AI7QJ5,8,8,8,0,0,0,2,2
GBYNXKF33TQMW4PLRMJNN32CV5FLBAZ6D2G6CJS35FMIV3AX7GSNTLNR,8,"1,790.00",899,891,0,9,9,18
GD6B5VMBDM4ANKZCKPMT3ZOSJMXVIQXX6HZLJZHS3AUD3V3QWGC5GGNO,8,80,44,36,0,23,23,46
GBSYZ53BPKPLYLXARKCKCUNZS7TOB26YZ36XKY63LPWHRMTPIB34PB6N,7.83,3185,1600,1585,7.17,28,10,38
GB3BIYCVLGLRL2EFPU5RT2VURBUTESDHI4QO56XHGKNO3SAOERQAJELN,7.8,86,47,39,0.2,6,7,13
GAWVWUOOIE2WSOPX5DRAXQUUL6NSTKPEKCZE756VNXGB3I7DNO56BCRJ,7.73,2786,1400,1386,6.27,14,14,28
GCVF45FFDPDT4Y5SL2YPSIQXSXIZR7ZMHOL7623TUKXDPO3BPC4KKKJI,7.45,236,122,114,0.55,9,1,10
GBBKC3EZDJL6ER3OL7OJ6HPWJHVVJC3E6TIGROFZX2RW2CYCEPYDWSJ4,7.4,703,356,347,1.6,18,3,21
GDAC6TUP3J5GRMP4HJNTTA7AWH7IQYBFSOJMPOWJPGSEQQBLHS2NQ65G,7.33,1190,600,590,2.67,5,2,7
GAWHAPHAXQZCUH5U4ZHYB7VYQKI4MCCROW6X2WCG5T3A4CFAXLJU6DJH,7.27,16356,8200,8156,36.73,23,24,47
GAOTAQANALM6UFAC5LDZAPDMD4OH5Z4HRKH6SLNCZAJXHJOXXQONGKKX,7.18,2587,1300,1287,5.82,13,13,26
GDCCESWXG2HHYKQRMC6UL736DULWGY5IG776QZDAUUPDU2SHLNE4FNZM,7.1,394,201,193,0.9,35,4,39
GDB2Y3MGJGVKXY2Q7HXL2WCJMKYDE4DFHT6X2EO456CY6OKSFOBCXENY,7,1981,994,987,0,24,25,49
GDKJJNST5HZ6NYBOLM47XOFIN632USGZNGD4NTRQQWKNBNANODT5F6OH,7,17,12,5,0,1,2,3
GCTB5VMSCC6HJMZZGNPA4FLYYCGREKEK2K2AIP2NJFSP27NJEEETIXKM,7,7,7,0,0,0,1,1
GCS6VP7K5UW2NLW6BGYEVNB33BW42WBBP5EA53CTMXXJFQHPYCF5YPRM,7,3793,1900,1893,0,7,7,14
GAZLBSAGEVKTUVB2LGLX7FTV2WBK53EFJBYO2SG564POTVNIBBPYTBRQ,7,"3,113.00",1560,1553,0,7,7,14
GCVMABCK7GT5WQZSYMUUK6YUTOHLHBE33TUKTZGEJSOGFY5FCKC7NLNH,7,37391,18699,18692,0,20,20,40
GAB52WVHPTZPLAWXRUFY4QFQ4PUFEUV3Q7KVQLDNQWEUA4T6ZTJ766QY,7,12593,6300,6293,0,7,7,14
GAGOBDXWNUDUGLHPWCWGDWGPJLUYWVY5UPS4OFJMW2GYT3FZE5RP2TIB,7,69393,34700,34693,0,7,7,14
GA4UXOBEFSTVTJXO2V7S7USIHZCREBSKFNNIT44LHM7ZAWFJPQIRCDZ2,7,2389,1198,1191,0,9,9,18
GCZ4AVCPAXH5GTRNZBVZE4OIJBOZZUO27MGQYN5YYGKT6J4W4IQXPKBU,7,1593,800,793,0,7,7,14
GBUIGSZCVNMSH6E3BDONJOERL4GODAVLEMVBOVE7H3DQPA3X6B4I5F4I,7,24001,12004,11997,0,53,53,106
GBGE3B3X2TJV2MD3GLREUE3XCYNZMFF65YFOLFM2GEIH3ZAHYYDU4OSC,7,5593,2800,2793,0,7,7,14
GBLU7XHKPYGYVKXXFRCCLN2Z7ZNBIAHXMMAJ7ZPPUHRHHFT53X6UA2OO,7,3971,1989,1982,0,11,11,22
GDJW7GEEOSVVXM3UQAURJTHFNEO5XWU7JXQXS5S35TGS7NEZRXI2PDJV,7,991.00,499.00,492.00,0,8,8,16
GARVNZK5OODGITMXC4DLJAPDSWXNPYWTKEDVNOFA3PVOBKTYPXUH774K,7,5593,2800,2793,0,7,7,14
GDBEAKKMDBPH375XQLYEFX2INX4OJY2ASSY74BETOHUA7YQKS6DRXUOM,7,1393,700,693,0,7,7,14
GCHRGGSV3B3PLN3BCNH5APB3UXZAN266B4RESY7IONLSAV4HL7K553D2,7,3593,1800,1793,0,7,7,14
GAQI4IKEIEK5OTCG3JEF3RNXTUH2MYBLWRN6UCXTWEDATNFIEQWAC2YZ,7,1393,700,693,0,7,7,14
GDI5CWWAAF6T4RLJAF43Y5FOXNEI43E56ARAH3JBNJN4JW7ZMFE3DRNJ,7,7463,3735,3728,0,7,7,14
GDZRNIXUBB76TH3QJHNNYAN5LBDQJL5EXIQIQIXGCKVWXMWZOVQBRZTX,7,1993,1000,993,0,7,7,14
GDLVT6VO2SQAB2XUIZRQMMPCFGI6IIESKLJQYPUOCTMA7UAJGTZ5AUD2,7,"3,993.00","2,000.00","1,993.00",0,7,7,14
GB4D4YEBLERVGBSLVA4Y2EJUXLC3QCSQP73A3ASCYFODCWN656PYXNO7,6.96,23,15,8,0.04,3,3,6
GAOO4W4NHRSUVFPCVUA2BZTAMCJ6O7MBMXMDMUL6XEQ7Q6DBT6UTFD7V,6.91,"49,486.00","24,802.00","24,684.00",111.09,51,52,103
GCJAZ65C2DJJHAPPHJXDOSVCNMRJOP4XCU7KGPVXBXJTAJYEXRAWNQGT,6.83,3186,1600,1586,7.17,19,16,35
GCH6JLPWZAVA3TWOAJYEHGEGQQF62ZWL2PGETS7NBYETDPCCAYU6IIUR,6.82,41500,20800,20700,93.18,21,21,42
GAO2C33HPCNMNMUJXLA5ULMPOHGKS2YB5EWJ6ZSXTFSTNZY6CNXK2TFJ,6.71,"2,787.00","1,400.00",1387,6.29,16,13,29
GAYUBEJ6V3FXA7TWMHXC7TRVOKQH6YH5YEUOQEAZ3INKR36LBSU6UPH2,6.62,2388,1200,1188,5.38,12,12,24
GBHUZDR7G3XBG7LKTRLQBDK6ZE5JXJF5K2LOWNUXO552OX4R2EWVOSHG,6.41,267.00,137,130,0.59,4,4,8
GBSSDZSETAZHWFMNFPLTIOM7DS5JZH42SQ2EA2CJ5SLYIO4UGILGLLSS,6.19,351,179,172,0.81,10,3,13
GCF4B6ORHWMCO3SQVODIXNS37EJ7D2STRLHWX4K6IDSWPLGGSH4J6YWG,6.18,8375,4200,4175,18.82,9,11,20
GB7RURYBOOUZMGCCVMSGG4WSQQ373QBORBES26MJLQBTMXTHDP6GUHDI,6.18,2588,1300,1288,5.82,12,13,25
GA4NAMPHYIOLPJEOH37MSH6TSKPBHA4NP7QEL5RDINGVZPVD7OFFVDSP,6,103906,51956,51950,0,89,89,178
GBDRAIEXNGKUURKJBFXERTW2AXS6KOWVSGQ2SHBH2PFEHU57P73Q7WR2,6,6,6,0,0,0,1,1
GAQYJIQUSTN3IRHBBPYZNQGEUTTCOD2FIE2ERJXBMHSYFCPIVUCDUGBQ,6,12,9,3,0,1,2,3
GBCS3LJTKJFLWI3EPBMLKINJGPUMDJ6LLBQCKZU3XZOGTOU2EUVT7T5R,6,"1,194.00",600.00,594.00,0,6,6,12
GABJVPXBEGCD63ZP2JWOEKMURMRVOSYGRT4ME4BGULTNMO5CSXHV5PDM,6,8794,4400,4394,0,6,6,12
GAA7PWAHKUP7NEXIOE4FJ737EESQQYQSYNQLHVSM7X3WOYEMJYTZW5B3,6,20794,10400,10394,0,6,6,12
GBGVJRZMJ37MOFZNXI5AUK6QFBRDQKUUBGMOURMEHB2OZB2Q3HRTH5XB,6,6,6,0,0,0,2,2
GARJRSJLGMDHWW6I35WCNBBV3KSXAFYLI2QM3W4ZWMUGQ6TDFHS7N226,6,4994,2500,2494,0,6,6,12
GAZGSMT2PKG5GR4BBFWGL6CMLF6VXLSYZGUA7ZYE2FC54LI63GA42SLG,6,1194,600,594,0,6,6,12
GAEC4GJAROFM6U6TA5VJIH6ZLR3XXCZYUKXR2LS42M3RTIEBEPZOYNDF,6,"4,794.00",2400,2394,0,6,6,12
GAMNRZAVAJ2Q244YWKCRY3DRMT6GRJPO63QBTX7JGIB5DWDE7EXAWJKO,6,10794,5400,5394,0,6,6,12
GDX6JPYSVE2YETZCXZ7ENM6TGYRMR5AERQKCFN6HBW55TTWOQDBIETAX,6,3594,1800,1794,0,6,6,12
GDYZMEVBOSMPLAWPU3VCAAFRAP7F4DKHMDZAT4KFZ4JGYTZQUOPV4LRG,6,3766,1886,1880,0,20,20,40
GDX76O3MWY6RGLEYZZV56VJXA5EK4KIXQTO2O2PAKQ4MJBJ3HW474IT5,6,"3,166.00","1,586.00",1580,0,19,19,38
GBXOUU456UALASQMFKR3GQLGPC5NTDUCAVMV4A4ZH6SYLXVOU42MOWJ5,6,"1,994.00",1000,994,0,6,6,12
GBAD2GRGYTJRNBIODBPPA7U4U7BLLH5VBR3OULZJOEBV74VSDB6GGKLZ,6,20994,10500,10494,0,6,6,12
GCWNUDGNVCG6SFIO4VOOGBBZCCG7T74IRWEBFJ2NVMAOI42ASJXKSCKE,6,186,96,90,0,8,8,16
GD6LVLQE6EQJPPWV4ZZBLRIRXS55FKBZRKGZRJAU7KMGZ5I3IZVO76Z4,6,3794,1900,1894,0,6,6,12
GDJNK7YUXVFDUI4UKE6WEHJV4WMJ3MQV7T7TLP4JCZOLCL6T7BON2A6P,6,730582,365294,365288,0,25,25,50
GDG56XY7GO3ULJRHDF335L3HMO6SA5F2MBTYLHUQX2NXKJ2GFN7S2FQF,6,2664,1335,1329,0,8,8,16
GA3UX3BJ4I55ME2WUVQJACAUTYBUWCSH7HBUUIGBVFVDJN6UIHHAMQBN,6,1194,600,594,0,6,6,12
GCYJCYZNQR2NNOQUBQIO7SGA56WEWRQ3JV5H5YU5GQSXNRQ4ME6YNISA,6,1194,600,594,0,6,6,12
GBW6AQ67BDVTZOREOXFAWSM4I4YK4EE5RPIVYLRNZFRGIC35PPP7GEWY,6,1994,1000,994,0,6,6,12
GA7AGXWUUCYG3OJSNBWGTWPD35FTR7X3CAW2SXLMNQZGJT56VPIIJIST,6,1410,708,702,0,7,7,14
GCC2W6QWOB2A7SOY2TZYE6HLQAXWSMJHUXIWCZFXRQHCA3WM5OCH47PE,6,2994,1500,1494,0,7,7,14
GC5XVEXDQLQCBHEFKER7O3M2NCHYCRNMAKITO2FXVZVMPWRMLOP6F7GP,6,"12,178.00","6,092.00","6,086.00",0,9,9,18
GBDE6TDAAX2QLBM4DRV56PHBUK76AL7KIANQNTXYBO73SDYVLS63QP5Z,6,11176,5591,5585,0,6,6,12
GANG7EL5JLKBGDFRKE3MNUI2UP5CEVIND2JC5Q2NHI3MTCOEPCUJ53L6,6,1968,987,981,0,7,7,14
GAPBY2QQVY3X3IB4I4J4ERAWPR3L3MY7I7GX7QFAKATRLYIKHR2MEBMY,6,356,181,175,0,6,6,12
GCUSWCRAD7V7H7N63FDJGSXM4D2Q2UYNC3WHSNDAJYU6PH4PYUXJUU3K,6,2192,1099,1093,0,7,7,14
GDRBCBAKXYNUB2JWCZ473273Z424DDNRNPLEUFJQPCSZQEQOCTRSDGEE,6,4776,2391,2385,0,15,15,30
GDTEJKMSNNC7HJ3GUOBJ2Q2WTB2CEFTMBCX7RZP5GYJHYXY5B3QY7KVK,5.91,48.00,27,21,0.09,1,1,2
GCIO6MQTHXD2WWNNYMWC6FXSKK4GY7IHNABCFZIKATRQSC6RIKCFUBOZ,5.86,497,252,245,1.14,14,4,18
GDOMZFDUV43HNRK7FB5A7I4YXKQWRDEP5F5RALB7RKDOGF2ETSRCVMT5,5.82,16557,8300,8257,37.18,10,10,20
GBCFY2I6GQ66U5MMMIKY245DVGBVTOW557QSXEU5AYJC2DQVFN7ML4IG,5.52,1990,1000,990,4.48,10,10,20
GBWVGYGC3ZX3TW5SWKLVXUKFFLDSTTARK732YI4AOWVTJHN4LTM3YK7O,5,995,500,495,0,5,5,10
GDQOX7T5JOSGLL6SQELFL64WE3ALZREONH2WMZ6RHKRVL7QQABJ6QE6Y,5,"2,793.00","1,399.00","1,394.00",0,6,6,12
GANV3F6IV2TIBC6IODEPTTC3QLB2ISPO4YKNEF3ANRYXURYDFTGEAUNG,5,995,500,495,0,5,5,10
GCA75UANAS7JRRUXKZUBZWUARGPXNBZ6NVVD3VQ2EURIW5SBNMBCOSHM,5,"8,595.00",4300,4295,0,5,5,10
GDNAJECFFKI4ONSTKAC5EQDMHSO7WT4GN74IKJLZREVOI37JCNLAEN7Y,5,995,500,495,0,5,5,10
GAPVHA7VGLDAXVCJA5RVYWD5PO4CZC3W3MFPIV5RHOKDA5NPUJCDM5HU,5,11795,5900,5895,0,5,5,10
GB7ROXRFF7AFGHSSE7JKZKWCMBKXKNPTW2YW77LHI6CC4L4O4ZYFOAUK,5,6779,3392,3387,0,6,6,12
GDCUPJHO7ZL2OAJRXLRANANMJA4QOUD5VWCUO55NX2EVR6U7556YUSFQ,5,5,5,0,0,0,1,1
GDS3NBDLT2LO3HUI3GHNP65KXUVNUX6WYDONBAVJP7T37EFBWCANG2LG,5,2795,1400,1395,0,5,5,10
GDNR5AGRG23ZNADEZHGHCL23H53Y5YUEM3YD734YRQ25O3VRNBQ4G3IP,5,589,297,292,0,9,9,18
GCJYNAJMEHGDOJYNAQPPLILRAMFOJT2QMPFLYRSIYTFQACX2M4SFKVLV,5,11795,5900,5895,0,5,5,10
GAGPMUYWE7MVID2YGVCQWEDPTX3VKS2L5U45T7CQJVKG2OWLWLSSUKXL,5,3995,2000,1995,0,5,5,10
GBQ63BRBVJ7L5BT4WDBYODPHEVDTS6BZ4WQ2MLLDXX7ULHVM5VHGNHQX,5,995,500,495,0,5,5,10
GBSFVQAHUFLK3FMANIWDVIPBAHHDI3N55HBMYNWO4C5Y6PFG73I7HQNS,5,"2,793.00","1,399.00","1,394.00",0,6,6,12
GAKLHTH5DVFPHXU5R2HUIIP6HICWGEA4652M4YDRI2SXINNGDTUQW4XL,5,2179,1092,1087,0,11,11,22
GA23X3VSMJQ5DKYYOFYH3ZTKEI5H7OMYSMEV5DFHAV7E6EVVXKDEBCCB,5,4195,2100,2095,0,5,5,10
GB5FWJA4BGZZ32SFEGVCYO4ZXHDXGLPWY4KP2RJVMLVP2RBMFOVFG3X4,5,5,5,0,0,0,1,1
GCKQ6PMWVI4EA4S3V57B5MJD6N5Y4A3YOK6DMQCVM2RYZ5ANDJNN5M6Y,5,9995,5000,4995,0,5,5,10
GAMBC7JIE7PTLFJBG4T7PKHEPRIJDM4XVKDHEGXMBFKN23HZ5YAWLWCJ,5,25093,12549,12544,0,10,10,20
GCXZRPTR24VZZKFEM2EZ6RBTGBS7HLGUSDTVE36KRGWU6SA4RPB6WOWW,5,995,500,495,0,5,5,10
GCVQYFVHETEME4Y7XJK6PXYKSGB43TOWTJ5RERV663I4R34HMBP5R2L6,5,"2,059.00",1032,1027,0,6,6,12
GDCEDLQX7YDV37AQ2OOP2AHJYM6AZPW6FOERRE4DJN67H734MB235V7D,5,5,5,0,0,0,1,1
GCFE3R3NDULAJRKNHPPV7UCUZIIIYLO2XMSKYEBFONO7GRVQQRERY5GJ,5,995,500,495,0,5,5,10
GAKCKRVGA5KE737X6TIMF22NKM4247NYNFL2ONQEFRA6WDYIEB2IIZ2B,5,5,5,0,0,0,1,1
GAJA3FQA4ZZUBMQZPCVJZ564VR55Y5ALGGNVB6ZBWR2NOOBHWXVL5YJP,5,2395,1200,1195,0,5,5,10
GDGYA7EQFZ6TYKC32754HT5X2PHUXKVM2UH56UHYL4PRG7XO2EF3UL4I,5,35.00,20,15,0,3,4,7
GDEROQ2BPLDSWZ3DPCRRWMVN63QOI45ODCH3PR22MLX7L2EC4QV3SDN4,5,11195,5600,5595,0,5,5,10
GDXJALJNEJNWIC65LGZV3KK2D4ARNIQQEWRLDQZ4RQOYZRXRCQLNQDFR,5,2391,1198,1193,0,6,6,12
GBCYJAETAJPPSZX54IHFK2TDYWPHI6MHCAAA5UYLHLS3AB52N75CCRHB,5,3595,1800,1795,0,5,5,10
