address, current_balance , gross_tx_amount , in_amount , out_amount , fees , out_txn_count , in_tx_count , gross_txn_count 
GAIUEFUCLDHKX7A7OMVVALV4A2CGIZMC5HWEI5SGJOU5N66W7GFW4A3S, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GAMKGRI5HSXYSAXHAVSWXHVHXXPPMKJGMIGX7F2J6HIBAK6C43DYBI3M, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDAOGW3ELI6QBBGCUQB3GUWPXZC77E76WAT2BTB3SX5WWLKINEUKRSUA, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDRNLBB3HX7XVUW6XKGJCQN2AEU4ET72VXZAB5MINJY77U2LR4AGG3CE, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCIYYKHTFBFPBX7HW2VFVNEAKQ6N4WRVZXOBIBRFFQL5LXJ7FCY7PQU7, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBU6T23ENR6U7F5S2FCQIESJSAQUCE2KUPKTYGJX7G5TPLCELGDJ2CDF, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GAKEIQY5UYGFK24E5LMF52AOJFPKQHABTAVT45ZBQ2KMMPUF4SZQAR3I, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCBDJRXC25KD2ROQEPWIVPY2DQHOIA3A2E25IICYXB4Z2T6HQSZZZ2EF, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBOZZNSDP74CBVHY2P4VJQGNXG2HHYV5XICJIC5ZIECDT6AIMZQDFYC7, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GCMSUFTEAU4YMXK6SSYZACN2VVN3RNLLKV3TBB2VJQ4RHYPWNBO6NE54, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GB42TGEQF7N3JSA5ZJXBG35SGXB3ZOESVM2ZWU72ZSK2FX5PWGKVBHRA, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GB6MSP7AC7F7D534Z77ORAZ6C3CM6PXJ3R6X3ON43AMY6X6BCF3AA3NL, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBAS2XNAH2Z7JRAF24WH7GLAKW6KJKZQ3NH7D5CXLYZF3WURQ344GZY4, 0.00 , 10.99 , 5.49 , 5.49 , 0.00 , 1 , 1 , 2 
GCQMYZIABIU3R6UJN3SAOHHF222PC2Y3FGBOUIPZPMRP4BLP5ZKUJZQC, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDPQZ2RDYDQZRFHPVD7CMAU5NJXLJGDWTDH4QHIAYMUPNB5BSMUN4XOR, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GB2XEBAWXOSA3YUP7RMFGS3QUOQYBDT4PCOTL6J3ZZ7W7JV2KG6I6K6L, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GAED7H2PHMDZWVTLQQPREVKIJKGOHM3Z3XSD3YC6TY4RPMO2SDHHW6QH, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBWIPQB4FWW5XTKWPYHMP3GMQTSXA5ONS2U5IG6635EKQ2CSXQ2SEKIN, 0.00 , 4.00 , 2.00 , 2.00 , 0.00 , 1 , 1 , 2 
GCPTWBD6HWI6LVTT2GYP7BGMCVIHYF2FQ54TSFFULOAR4KQLKKOJ5LVJ, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDTLQFNW3VAVTO645MS3HXZADQZ5WSCMWOBBUSBBAY2CTQ47WZA3IXKV, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GB64LGTQUFT64FTWDZCTVLFR3Q54ZNL74R5BX35NWFCCQBAJL7Q6ACUG, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCDIDUZOAOSZSQ2O45XIFNRLEYLFKODNRDXP4SUYCH2CKKEIDF4ICVCN, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBYMYHFGKW7P4VDIMZXOMNJHHD3OXXWLVPNH4AT5QRSTAIN2YL4B3IG7, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBIOFUQXRMCZGVUKDTTXKKLH3KJHHO24GRQ23JV2WY4LV4TGWM466RDX, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBHGTZV3DKSKC3XEOD3HI5VFERG2C6FAJVXHKM7WMTUFXC45JXVNYVAR, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCDCUWEALO7ATP6EHKQETAVKYG33OBLLCYLEHVKLNUNIHSW7A7DTB5DB, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBADDR7PGCSYA6VVRLPZHVD45XESU5PAZKNMS73BXQSVZNL6FE6UINHP, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GA5LU46QKQT3MU6TZAZN4SM2WNRSX4EV3SQDJST5AJF43EJVQKPS2WUP, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GB5GGMYBLVOUBOFKG3WBWZXVF3LBRMQJAISB5CMP3TWLTRYPODUKMXLJ, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDE2F66RGKZFGIMXEXTPWOYVZDLFYIWEPWRWR5NGMMZ3FB5MCMPQRRXC, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCODJHONR4V2YTCMNO4RSUSSJ7XLW45C24WUOMAPQ6ZVETYHOUE62IK3, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GCMM2PTJVMT7K2ULEZHU2VBETM7YAYNO3O7I2IAFMZVRZ4SLRW3NEKDA, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDB3VEPPL26YSDXO5Y6JX7ZRII6ZOU5MLSLCTFCFYEUYM2U7M47YIOON, 0.00 , 1.25 , 0.63 , 0.63 , 0.00 , 1 , 1 , 2 
GBDPDFDWHHZ53JSRXBVIT6I6667OYK6242ZJMXIIY2PDV34ADQFVPAER, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GC6PJF2BOWQSEDKZOLHAFV3PTX3I3OXB7GQEUDKKIY25EFZ5WNR5W3CQ, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCUWLBQDTLVRSZIAVRZXEO6MUEKVVTIPVLHZSOOE4DBB5MKHDT3JDEON, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDVFQYAZAOGTPVZSFL26CTM4EDYG2EQ5EVKSJULNF5UZNAAZ3O7TJHHK, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBS2LXIW6Y5MTV65O76N4GAT4C6QRU47PLNCJOVPZ57265JWAARVIBLF, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBOFTIRAY5BSXHF57N3DBNMVR45JWDQWCFVWHXHPM6O6EFMGBBI2PQUL, 0.00 , 1.19 , 0.60 , 0.60 , 0.00 , 1 , 1 , 2 
GCPDCEILWRK4ASQBXTVOU4WQGN2A5BJIVUOXMXASIWI4ATFFLRRFVFBI, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GAVOSCMO27I6KCVEETYFEJ4DNMJ4GBVOCJREMU6M75XZ64XULISMXWGL, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GC7BJMHI5IP66UKHUUPM6ASMOE5SWSY6I6JZXTVHAH3NZS72O2LLLR2D, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBTVCHDJCVZLHWDTIGREJWKIWO52NYTBQ3H4VVA457KA5L6PXC4LYAQX, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBGCSHX2THOI5DYDHOLNZP5C4ALPMI5JIOA3ZABN5HS6M3R665DV35PK, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCATDBOTKTK6ML6HED6ABJVC4UOS4H5XZLCDCS5535CHMLSYRVGISDZ5, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBZ6M33AWDMGMDTLT2CXZA3D4TRUMSGXGX5MTS5PPX7F4MQJRWKAH5ZG, 0.00 , 0.60 , 0.30 , 0.30 , 0.00 , 1 , 1 , 2 
GDOFAKV65H2WES35PZJY4B6UKHGO6PMVFEGGDUFUUDGACKOEDRAE7TPB, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDPAL6IM3T4MMM2COTAKEBQ3AMCQR6IURR4EAPY4CMGLHGMKK7OUZUJH, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDEWVBTPWTUZO32JDFJVKHG5RXIJO7OC7OXKL77LNY6MMAEZPJDWBVJT, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GAFSYDZL2H2RZXQXOCTYOT6PHCKL5T5EJZJ2MGACFPRYTYENWGOPVUF6, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBOPX723QT3YRVUZG4NBHMMJAAKGSAFGMBYUUSSKAGQ4WET6GH53CIWP, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GAEROWVMPGMCL3V7KTGMU2QDLE23WCWIQSUJ4MZF3OQQH7EDZ6XU2XGI, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GCI3UK75TRS6AOPACXYHGNHEL7ZOCDILQWF2IOQUPXTGKX2MF4QJ56VK, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GAXT5VLA3O4FQ67V32UITWDAWUSL3Q6IEGOCSKDSHQ7FYNOJYD5WO5LV, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCPWHRJDJWWTMEWHTFBMDLWHDZO6KKXFMKB6T2ELUM3ZMYEAM2WUK22C, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCGALPIVCNOQ2KQLUUDR5QS6DKRWHD63JW3JAAOGGG3QTBL53WQ6HEQQ, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GCTF6KUUC47BBASLXVEYJDZF6YO7SIGPYUIWIURDQ7DRNTLZQDX5LCMY, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDXRIF4P76XUK6APD3XZ2YUGHEJFDY7GS5IMTHSFVMHWYBYQAXILKXHE, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDHSKDGHOIKQ457BVJLA4L3N5WWUS2Z5ZQUEMGP7WCEIHKGRMBFAXHLV, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GCH25I7RDTROPRCNX2SYLINAKYNNSW5GKR5DK3DXJ3ES2VMUMOGAGU4B, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBSPOQZKX3SZ4TY3BT53VHZUVO4RGNOFR72JYER5XPJ62UVYNW65DKHC, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBVUROLDD7SJPSYNYWPIXSWFU764HZ3JWIM6LWHNEI6GE42VAENW42W4, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GB6KZLEFV64NII5FAELGWVD76WLVK6A4URZ7VOO7W2Z7VSYH652FNN2X, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCNERNDTE4ROCAZVZ2Z2EH64NAP5BBLMA62WDALDOHZ4FJC3XB5O6BC3, 0.00 , 4.00 , 2.00 , 2.00 , 0.00 , 1 , 1 , 2 
GCSH7IMNIKOM6OHLYZHJCDQOTPH6INIHH4R2LAWGC6VOGNHIO7HGZCLK, 0.00 , 7.58 , 3.79 , 3.79 , 0.00 , 1 , 1 , 2 
GAX6A4N6MXLOCSZKGORVACPRR2LUFN6WCIVUAZMFZD6XHP7TQOI3MJIH, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDMK32M2CEDC6JZGXXJCVWAI2U4X3CDDHCVEE2UWSV7FUXIBXQTOU3NX, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GC4Q5TODNBBVGTZKNTG6J2KH4FE5UDUYJ7UVKE6U23OABIGCNZKY6X6Q, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GB6EZZU2WGY22DTIPHRN3HVWSKVSB5RC37BHDKOIRMFVHDEOFBOXB3YK, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBW2YXBONPYVOAVYDJ4CQYFXI3P57XOVC4RNNSR2D233KBCDLIHQCBYY, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GA7EMS6QVV254VI6QP3ZZUDEPIEFXVWZEE32IFXFVNLEHDWTU4SB6EUG, 0.00 , 1.36 , 0.68 , 0.68 , 0.00 , 1 , 1 , 2 
GATRONNWW5N3BRRO63XOMZXXO4MN7OCRVBSYXNLZFKWQLLBFJHE7Z4W7, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDNOTZBO5CHR5W6GSQ22YTLVJFCY7ENDVAJZNEG7JE5OXGH6T5OP3N2T, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GAJSRI2OIVNQJQ564FT7LT7ZFANK7RIPQLBVHWB5HGELVG52RC2NMKY2, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GC4UMX2H6UGPRHIGFFU3NPCRFG5P3PQLKAXAQI2ZHKNEGIJLRMUWRR4Z, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBTDHQKO4MPHOX6RMDDFGY34NCB73562DZXFOPKRGBDSUIX3EKTC4SLN, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDFZHPWDBBSNB5G5E7JL72WOP7FONCWQMGCRAESBNCX2XVJFDUCFXE25, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GB3J2HXVKAFRUVIC6JU4ZKEXMX2WTJUHQY3GCC5W53OG6BB3HGZCCEU5, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDCIWI5MF7NPSX4LVDO33UOAR4YKJ64QPP6HAXZGPLIGWFMIETFPWJ3L, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GAGM3XGFBJUMNBN4SG6RZZQSRNBRFC7LMI7PP76P5AMWJPZUV4CUVBWU, 0.00 , 0.67 , 0.33 , 0.33 , 0.00 , 1 , 1 , 2 
GBK7NYOJQ5N4CNJMCF5JPFT6QGNRELA5GEIBDGDLSKUXZGA2JC22I2MR, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GD2S34QOH7MBACNDV2DOXYBSEYHGGHLCYX73H22PDOP5BDTBZARDPXRC, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GAIEZV4J3WNQ625YKYOOSXWFP7FKLWZ7ARRNKANLVKJU7WNOE7CDH5I6, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GB66LEQFBDHMQU3CUE67DXUSIWQZ3FI2437JU54XYSHZSMUC22V6NUSF, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GB3G46WF7QYDLRO7I34VENYSCJY32JFXH7QUVWPZPHI7MHOQHZ4NQMP3, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBSMXW5SUYM52VNEN4GV3RMI4XKNUKFL575JASNUGOWCL2M3MVV7JNSG, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDY6KFMZWELVLJXJEJDTJSCWRDZ3ZRNQRLGPPEVLOQJCEIEDROYQ6KWL, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBMUFT52HJ6DFHNH645VEFSGF6BORQPZ45OLG6SS7FWORFQDQCXXXPAL, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GCSEFRK2NEXPUMMWHLI6WXMBHCWYVYXJO2XCQ4LRGU7GBRBE44TOKHRG, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GD3NRFKAQEN6PLHYHGYKRZQXN2QL6Y6ETWUAUVZAU2V3NDLLGGYYMBSA, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GAL3FVJWVYXZCA36IOEKM3NJNSKT4SIIGKTAUT75RJGTCXSK2SWR4M4F, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GB7U4SLO34ZHDKXGPREBIMMCGC5JCOROV7EG7D5UMGRYQ5OWTRQ4OYJV, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBHDRUARBWRORAI5G5FHGR4WKJXXIO4HPEHFXCS5FD6QFJO6AM6HTYZL, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GCQWVVE4L5ESQC3PIQ2O6EDPIL3OGJUNKWL5EEVU6BV3RIZW6H623ZIA, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GA4ZN6IPB74BHTOLMZCPBK75DIZIGQ4ND2H7D62KTV47XAEPDFDG4ZE5, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBLYSPNFZBMYVHGHHS5B3UTFUPKZHL53XYCBTWG5VIFIV34U7GHI3UY3, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDAQGTCMTBC4SRAN4YWWGFF3KGAMY4QNICZDIJ2CDNF4A5J7REE7MESO, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDVOH4TX3ZLZKBGXWAIBIJ37GPWZFZBQFJXB5APSFY2DFYQFCO3J5SIW, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GA2ZOB4LMNKLDJCRLRSM5VTZFH5GGBGBADS524WYKKAS6RRBS6I2N32G, 0.00 , 1.40 , 0.70 , 0.70 , 0.00 , 1 , 1 , 2 
GDJAZUQBJ6L3UW3NRDLCUZKRFCQUCWQC7Y4HSPPUL6X2RS2Z2SRS53VF, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDQA67R6ZQ2ILWRYWWHL26R6FLMYWKIN7DFXT6MET3XVBQRXQ7KRTAF4, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBRW2TONCHMLJX76KIERQXASL3PUKYYBLSWLXFWCWYJADKHSCT5IUF5Q, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GD6MX5YVKN2LQRUPWCDJ7HY3QSGLCEMXLPE6OGD462XSB3OGZ4JKP22R, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDDKYXLY43BD4DHC4SZQPIVOYR4D6UGVQL3YJMSWBVMH6D5YQNZ5OHJE, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBQDVEGVPSB2L5ME2YFDRHQ2H5XU7QDC5IWLA7RGEBX3NOA6W75QXHQ5, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDCAU3MSW7JETL5QCMNYEY5JJXMRSKMK627ZVOKGXWDPKTZGULJNR2S2, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GB7ZW7SOPZDPR4WHLKL7L32RYZJSFBEBAACSEOYIYCHYGFFJKOOUJCE2, 0.00 , 4.94 , 2.47 , 2.47 , 0.00 , 1 , 1 , 2 
GCIGKLXTEWZZB2GXXAWDCI4STHIW2CSNYCE6GZUMHCNDHJLXTJ6NJZBV, 0.00 , 0.67 , 0.33 , 0.33 , 0.00 , 1 , 1 , 2 
GBVO7GWBAOP23USKFUUQYPML5VEOL6CKYFY4QNY7L3DUJX4UF2BJY33T, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GD5URCNNGWTYSCGRZQY2R4O5WN57DUQED632XOOQDXNFZYMRGJFGN774, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDHPCSFRHHWEYVBG5TZPJ4LHMGE2P2FZP6CB3DAZLPCS5MNJJ7SBFVXS, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GC5EP6LPEZQ5S67K42WUPVHW75M22QZQGWSH5Y3FGRGF2GQJXSJL53KG, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GCDPCFEOHNP4ZIUYGVS66QCQUBW4OBBPDF7CKKQTWE6KYIT4PRVEAMZN, 0.00 , 8.00 , 4.00 , 4.00 , 0.00 , 1 , 1 , 2 
GDJD2COVIS6O2GLPCSKJHVEXMC63PVYQCEUUV75AWZG4R7XVVLM5T2HE, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GB5QPKMIG4BSUJEWM6F3EXY2B3YYNIY5RMNR5FLZXG6VRXO2GPZOPDTC, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBQM5QHR444K53LJRF6UV64TEQC7BVF3KXEE73C2A64Y2B3WQKWKWPYZ, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCL4HQ4OWZIPF6NF2IC5SWMDSSB4VEQ55JPHUBDWQLZRPGAVMUP7R3SD, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GC34CYXR3MXQIVQD32PD7PJD6Q2FZZOXNTHY75PGBXKXSGW4N3EJINV6, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDM7S5H3QUJDODIV7NBKDQZQW33EOBJQXCODHGW4AZXK7QXRGSXNB7MS, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDOUDZVO3QNCLL5RZV4CZXAUZ2U4QESFVZR6VVOSZVFQM3AL6YAG6TDL, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GB2FX3GOWRYMP3HEES7ZTZJHEZ44VS5K5F2O67YJI7WONINGA6OCYXER, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDLBOHH32EJJSYJYG4FQ2YRFUQOJRIUUSFEGM27UZ3ZHBEETGG4TIP3Y, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDDJHI2WZWG6YWENCK6VKRV2LJ5UZ6ILDBPSPKR7L3DSSXD47U6ATCM5, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GD6AWSIVDWYYVFQJTYLT5A2EBHRY75BQTJ2AMGNQNGT2WKBFZZNI226Q, 0.00 , 8.99 , 4.49 , 4.49 , 0.00 , 1 , 1 , 2 
GAGAHZTZAEHNE3WXE6KTFNZRDDXVADXYMGSQEDPAZSIBVAE3YA4PQ6PW, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBXSVWWD3S5INEQ47NOA7YH7OPNAHCRLLUM6A7D2ZNSSXSIOEJKDE2D6, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GCPLHXKUQOEU2LUJ2PJQSA5NV52EUFIDGKY6W3TMIZYYFRGQU4SIBVDR, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBBRLUL2OOTWXMRT5UVRTXNFJRM3GUYEEMZ4KTCFUNR2M2FHUDZMYOID, 0.00 , 12.00 , 6.00 , 6.00 , 0.00 , 1 , 1 , 2 
GAULSLKOBFCLTS32S3QC43M4BFEMWZDIWB24XKR3PGXDFCOAXWLOCRCY, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBTGMXTJYVNG6FTFYI4FRP4QJ27NJ5SLIOXBL5P4VNW55JA6OXMPYKTS, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GAZLOQZLXUHWDZ4KVVHXWVYYK2S2LULD2RD4WDSPXK7YZN32R5I7NJBR, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBGTOV65VPUFG7I5AMSWOR2TKGZWJLDJGVVZGUKA5T75JAP5OMWTICN7, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GAF44JMVNPF3GFDB3JHP3VXKPN5HUUVKG6LBAZMHQP366VVUHPINO274, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GDFGI2AHHYPYCPGFMA2DLACVECZN4JQ5ZLZ33CX6OJK722HAJQJQ5754, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCVJWO2WERA5555PMEN363M6FIMU7J7XN6KHIASQ4VQZ45V27DXDUBL3, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBOITFI45NXGA5UKXNOMANZHB2SKSHNX5AZBCT5PSIAU6ZT6FHQ4ZPAH, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GBDT7BQ3UA2TILXRMC3H3KBFIMEYFXHZFSV6F2ITUDIM5ECJW6L3F6UE, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GBJ36BLQIIO3XKHCCKXIAJRB3TPIY3HLUCE23KNMIUCCDSRGK56ZUMO4, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GCDTRVUZGXZW6MGJXXXV5ORWLQFHOA3HCGXXLQVGPVMNQ545GC7DPR2N, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GA6UQMAHXQEWSCLKJKVNZJEAWT6KG4UXULH32HQOXL7YSM5PDR5P532E, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GANXMA3QEHZ4BAQ6O3U57SZB4CXFDODEY3ARAES2HZAYGCRFYMBTFL6P, 0.00 , 2.00 , 1.00 , 1.00 , 0.00 , 1 , 1 , 2 
GAUZDX4Z22P4YXJFNB2BEA3WCQMFQSIOLVKYBMRL5N6ZK4ZGEKULAVXM, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
GDCNBVDPR63K4MSVX6CWRRPHGWVPNALWX735CBKX44JRXPM3VG6UL3WA, 0.00 , 1.00 , 0.50 , 0.50 , 0.00 , 1 , 1 , 2 
