address, current_balance , gross_tx_amount , in_amount , out_amount , fees , out_txn_count , in_tx_count , gross_txn_count 
GCTOUZIXMJMNRJF6KJH537VLOXVLLFMLFVX5XZ3GRRPBLQTWPQCXSVBJ, 0.00 ," 5,200.00 "," 2,600.00 "," 2,600.00 ", 0.00 , 13 , 13 , 26 
GDAYOBVYSRNGUQLANYRS7AHWLD2DPMNUMXEXWLM72G2IWSYSIU3RQWQO, 0.00 ," 1,374.68 ", 687.34 , 687.34 , 0.00 , 7 , 7 , 14 
GDZTAGYLSTTP53TST3BPFQ2FNZXL3XU6IOAO3PI4KULYJTUTJLOP5E4O, 0.00 ," 3,408.01 "," 1,704.00 "," 1,704.00 ", 0.00 , 1 , 1 , 2 
GDZSNBHE2RQONJA3F6DSK7PYFPSOMVHZVUFSKRQU4CM53BTJ7UDA2WUN, 0.00 ," 5,600.00 "," 2,800.00 "," 2,800.00 ", 0.00 , 14 , 14 , 28 
GDEYJLVL566ALYAM7G2CN4VSE5VM6RASXV75CQSCDIP5535F24R7ZDB3, 0.00 ," 6,000.00 "," 3,000.00 "," 3,000.00 ", 0.00 , 15 , 15 , 30 
GDJ67MXA2UVPYE6QKB34BRLV4QMZRJPKP26SCRED4U4UWYBGVZPVQJDU, 0.00 ," 2,933.36 "," 1,466.68 "," 1,466.68 ", 0.00 , 3 , 3 , 6 
GBQ3JXECUYIVB2CVZJUSIEMF737TAA6WIDGA452WJFFAJNZMEMC2B2BH, 0.00 ," 1,178.02 ", 589.01 , 589.01 , 0.00 , 3 , 3 , 6 
GBOD5JRHG57R7PXBOBOEEBCBSQSX5JKCOF6HY74KH7DLF5CUACZJQ5WM, 0.00 ," 6,400.00 "," 3,200.00 "," 3,200.00 ", 0.00 , 16 , 16 , 32 
GAM64OX4UPB2LISJDJ3DKXDY4EMHAO2IUL67JQ3W5XWX23DBY7HZX224, 0.00 ," 6,800.00 "," 3,400.00 "," 3,400.00 ", 0.00 , 17 , 17 , 34 
GCWEEB53FUMYMN4BAMKM7QNHF6QDMK3TGAGRIZO62N2SGYGDE7X5HY7X, 0.00 ," 2,472.43 "," 1,236.22 "," 1,236.22 ", 0.00 , 5 , 5 , 10 
GA7GR4OXGHN6WDIVTM6QIZ2QA2CXOP6VBFMLYD3EAHBXI35LOBIEDH4I, 0.00 ," 2,389.21 "," 1,194.60 "," 1,194.60 ", 0.00 , 5 , 5 , 10 
GA7ZCGGKB6Q5QABMDE465XOYCDIJVWSNEME5LAZFHUSIQH4IMTCNZN6Y, 0.00 ," 2,400.00 "," 1,200.00 "," 1,200.00 ", 0.00 , 6 , 6 , 12 
GB4ZEX5RP2BVAR4TEKY62YMCQTZYUUMT2AGRTHJJTWOVS5K5JZR2J4HQ, 0.00 ," 2,084.00 "," 1,042.00 "," 1,042.00 ", 0.00 , 6 , 6 , 12 
GA5BWV3GPMDPWGG7JESEE5DT4GXLY25A4J3IOXAHER7PBHY2TBM2BQFX, 0.00 ," 2,400.00 "," 1,200.00 "," 1,200.00 ", 0.00 , 6 , 6 , 12 
GC3K3W7ZXSPWKH66XCBIZMVTQ5SH6RYEKJVHDP3MEIGLZC2Y2NL6LM2D, 0.00 ," 2,400.00 "," 1,200.00 "," 1,200.00 ", 0.00 , 6 , 6 , 12 
GDA5VWMXIEAT2BXYTKUS3DIYHXEKA7FL4LOJHFQ3RCYQEKK6DB5JQYFE, 0.00 ," 1,204.00 ", 602.00 , 602.00 , 0.00 , 6 , 6 , 12 
GA4OWM3LUAUZNXDHWERB5EFINQRUG7TNRTPJEGAVF7J4NHOGY4LLVPWF, 0.00 ," 2,400.00 "," 1,200.00 "," 1,200.00 ", 0.00 , 6 , 6 , 12 
GDOY24UK4HCWWQGKIWDNZ3YWLVIHJKYKI46HZH5FQC2WIKXENKPIUMTX, 0.00 ," 2,400.00 "," 1,200.00 "," 1,200.00 ", 0.00 , 6 , 6 , 12 
GCSLLQ6BOFZCTDVVUBQ4S7UPCDGKVOUWRRKCZX4ETGAMYKPEJU4KC7QB, 0.00 ," 2,400.00 "," 1,200.00 "," 1,200.00 ", 0.00 , 6 , 6 , 12 
GCPP5GNNP63HJLRC45D4AJ7T6QTJIEJUEG3UHYKM3RF5343GZIY7JUBO, 0.00 ," 2,400.00 "," 1,200.00 "," 1,200.00 ", 0.00 , 6 , 6 , 12 
GAFYRFRB2SSNRGZRV6P2KWOO6GYKNYMADKLYG5JH4NDIUWNXPWDSM4NK, 0.00 ," 2,400.04 "," 1,200.02 "," 1,200.02 ", 0.00 , 6 , 7 , 13 
GATNRE24JQIJHFJ2FKPEPYGUPFHR45YSG2CQ7D65WMWIYHM6STCVFGGI, 0.00 ," 4,013.68 "," 2,006.84 "," 2,006.84 ", 0.00 , 6 , 6 , 12 
GBKTD7ANYM4KX7QEIIKSN2VXYXVLNGXJDVNICJHPAERHXZBALNO6OAQF, 0.00 ," 2,400.00 "," 1,200.00 "," 1,200.00 ", 0.00 , 6 , 6 , 12 
GD46FU6T7OZMYCONFEI7GYPIKNZ72HQSUK2R3HSD6VMXMXU3X6VM6VRB, 0.00 ," 7,640.39 "," 3,820.19 "," 3,820.19 ", 0.00 , 19 , 19 , 38 
GA3KILGCE4DLPI2LVXB6DFWVG5KEBRJO3RTOKHI7RH7YL4X2RBT26QYM, 0.00 ," 7,600.00 "," 3,800.00 "," 3,800.00 ", 0.00 , 19 , 19 , 38 
GBAJDDG52IYSKVN3K6Z6EOVTDIFA2VFZYW3Z6VDT2ERXRXTJJFFQNLDG, 0.00 , 527.98 , 263.99 , 263.99 , 0.00 , 10 , 10 , 20 
GD5F4PLE4BX5H2LAJ5C7XGJRHN5FXV2NRV4WPUVGM4HFLB3KWLABAQDO, 0.00 ," 2,800.00 "," 1,400.00 "," 1,400.00 ", 0.00 , 7 , 7 , 14 
GALDQ3MYLTGLF2YHVS225XEEHQEHGTR3TCHTOMVDAJVJ6NFMXVVPRWVL, 0.00 ," 2,800.00 "," 1,400.00 "," 1,400.00 ", 0.00 , 7 , 7 , 14 
GBX2EDOGB47XTZHZF4JKWUOXHATLVN6K43PDN3U25YYUNMNCCWEYPKTE, 0.00 ," 2,800.00 "," 1,400.00 "," 1,400.00 ", 0.00 , 7 , 7 , 14 
GD3DRZDBB7FVC5ZNX3Z6WFC6NUSHOJW4LUGLBCAJ6EKZZRCVIYKIDATX, 0.00 ," 2,800.00 "," 1,400.00 "," 1,400.00 ", 0.00 , 7 , 7 , 14 
GC2N2Z45UVGQIFUKENRYN4IJI5QNAKBGMKR234MT2WWFN342NSCWMXNW, 0.00 ," 2,800.00 "," 1,400.00 "," 1,400.00 ", 0.00 , 7 , 7 , 14 
GCTL4MWO6I7EYLB4QV3ZEKOLP5NY26B2QAIGHQQVY2CORNFO5DJRMDQS, 0.00 ," 2,800.00 "," 1,400.00 "," 1,400.00 ", 0.00 , 7 , 7 , 14 
GC3D44VMB6UUFLKDWRBKDHXHCJ4G3CE3MS6GVAEUVEDIJK2PIC6JL7TE, 0.00 ," 2,402.00 "," 1,201.00 "," 1,201.00 ", 0.00 , 7 , 7 , 14 
GDHRSQO5CEMOTCA52EEN6BQFTPJ3ZH7KEESXOXYY2SOOHQBQ7P4LH6S3, 0.00 ," 2,383.03 "," 1,191.52 "," 1,191.52 ", 0.00 , 7 , 7 , 14 
GA47NS2GCB5HWHQ3MSCRZDMWRD5DUL6IQ45IXKDBMXBOOKY63C7U5IP4, 0.00 , 800.60 , 400.30 , 400.30 , 0.00 , 4 , 4 , 8 
GCACI4IP6OERUPLBEPTT2J2FAKTQUIC4XE7OUEMAMDNCXQPC6UQELAYJ, 0.00 , 430.22 , 215.11 , 215.11 , 0.00 , 20 , 21 , 41 
GCBS4EIRXXYGAGULRSZNMYK7TXACMNSIYKN4EUQZSEVF5CDPRKI2Q2WK, 0.00 ," 3,025.34 "," 1,512.67 "," 1,512.67 ", 0.00 , 8 , 8 , 16 
GBE3HPC2GAZZY3URLRI7ZB5BUUQLAXW2NO4VTYAZVKCUTXQZVBHHGIY2, 0.00 ," 3,600.00 "," 1,800.00 "," 1,800.00 ", 0.00 , 8 , 8 , 16 
GDNYKB72NQF2PEIGKEIDUTYFEGUMMFAQA7EHCSFU2HBBFEKK563LBDST, 0.00 ," 2,193.00 "," 1,096.50 "," 1,096.50 ", 0.00 , 8 , 8 , 16 
GBY35XCGN6AMUKFBRXAJPOIKJK7TCDIEWSK27ZV5OW4ZQKETFATOGENQ, 0.00 ," 3,200.00 "," 1,600.00 "," 1,600.00 ", 0.00 , 8 , 8 , 16 
GBDRW4RBYNYWUGSCRJBUWJFBZXS6U6C6AKUBRCRJYFNGHSUMGDNWMQMH, 0.00 ," 2,749.06 "," 1,374.53 "," 1,374.53 ", 0.00 , 8 , 8 , 16 
GCVJPY2UYQB376OPT33JFHFONZKPXFG4IN2DSJDUWNUUN62X7TM67BL7, 0.00 ," 3,200.00 "," 1,600.00 "," 1,600.00 ", 0.00 , 8 , 8 , 16 
GBFQZZKK5LOASOI57ZGE7CQQIBFJNMGV2OEMHEFZDJUO6DRBSCQUHGK5, 0.00 ," 3,200.00 "," 1,600.00 "," 1,600.00 ", 0.00 , 8 , 8 , 16 
GABVZ3HESM66T7ON3LRAEERXV3UQXLT2UKGGEIYZ3LH5MAFZICMF42RW, 0.00 ," 1,991.00 ", 995.50 , 995.50 , 0.00 , 2 , 2 , 4 
GCCAT6AH2EBJNK4TKIYD6KBDPPBK7LE7UKRREZET3EJTWI25UPOVOBEB, 0.00 , 831.50 , 415.75 , 415.75 , 0.00 , 2 , 2 , 4 
GBPWP5OFQHYOWBWQ6GM4QPFSGC2NS2MFDJEPKTAIYJ2DYRNEWKVQCSVQ, 0.00 ," 1,844.16 ", 922.08 , 922.08 , 0.00 , 2 , 2 , 4 
GBMNQCG7OOQ6P6YYDO4IKJ33HSSJHHJKZ72PE2YWUSPYWAOOV4F2T2JY, 0.00 ," 1,845.21 ", 922.61 , 922.61 , 0.00 , 2 , 2 , 4 
GCARVYRHCNXUPGKNWZZZHZXATDYBFVDSZF4BO43JFT72GEK7N2LTOKMJ, 0.00 ," 7,835.41 "," 3,917.71 "," 3,917.71 ", 0.00 , 21 , 21 , 42 
GBJULDPCHWJPZ3ALMBNBD6WIYZEWAVYYYDTEXTEPGSK6IJLFF3KSZTEI, 0.00 ," 5,557.52 "," 2,785.00 "," 2,772.52 ", 12.48 , 2 , 1 , 3 
GBSBODY5BLRB7TG7OHBPTUSW7KKZYXNZBWNOD7AVJ5SV7KKTWQIHFLVE, 0.00 ," 3,600.00 "," 1,800.00 "," 1,800.00 ", 0.00 , 9 , 9 , 18 
GAJ62DL2ORY6RVA3YH4PJ74CHU2V5VGK2SXIEXAUNHCREFIT55Z2H2FV, 0.00 ," 3,202.00 "," 1,601.00 "," 1,601.00 ", 0.00 , 9 , 9 , 18 
GACB6KBZUFN5Z4XDXOKQGT3JC7TBNH6FLMNJT5SWFMFRX72CDESFXKHH, 0.00 ," 3,586.04 "," 1,793.02 "," 1,793.02 ", 0.00 , 9 , 9 , 18 
GBXCPXW27DSCMYTOGKDG5UGQ2LMQIX3BONX7ZOPWF3PKDNI4HBPKM7XA, 0.00 ," 3,600.00 "," 1,800.00 "," 1,800.00 ", 0.00 , 9 , 9 , 18 
GC4EDF7S7UCWIEGOKAAAQHPBBDXKMEXNJ5GXWZP4B5KBYYCP3BM45V6O, 0.00 ," 3,204.00 "," 1,602.00 "," 1,602.00 ", 0.00 , 9 , 9 , 18 
GDYZ5OD7HURAE3FCT4KVSGQLCHO7TVIXSRDT5KCHEEQFVJWI42XBA6JJ, 0.00 , 574.86 , 287.43 , 287.43 , 0.00 , 9 , 9 , 18 
GCULYMWFQ6FLLZ6PMYQTFYHGTVRBBUQNBFXKJY6G5TRC52QX4WN3A3DG, 0.00 ," 3,600.00 "," 1,800.00 "," 1,800.00 ", 0.00 , 9 , 9 , 18 
GBPRQCBECLVHYLPJKNXFMZ5EU3ZKLXFWQH4RHM5EYQ6DKAICFM6N3VVN, 0.00 ," 3,600.00 "," 1,800.00 "," 1,800.00 ", 0.00 , 9 , 9 , 18 
GBPYHMLGE6YG4NHA75OYEPOQPLF5LEBYFKP3LNCRSM5V7Z6YUFUKHTPR, 0.00 ," 3,600.00 "," 1,800.00 "," 1,800.00 ", 0.00 , 9 , 9 , 18 
GASZTVCUZAIMY5GJT726V6A2DUIWDU6FRRJBOQ5ETMUCEYYOIWBAA6WB, 0.00 ," 3,600.00 "," 1,800.00 "," 1,800.00 ", 0.00 , 9 , 9 , 18 
GCH77SBSRW4DEPQUWMLL2VXIHT6MN44NLF3JQR2V26L7D2OIBDW3BYCN, 0.00 , 768.68 , 384.34 , 384.34 , 0.00 , 6 , 6 , 12 
GDDFTY3NQTQPVGZBMFCJHPCTAPG4GY6SEVOKC6MAEKVY6T2S3JB3TBW2, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GBCGYPUKVLETVGLU4YVHS3GZW4ZCHGPHUY7TUXWD673WTPYDFZZVM2YF, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GAFJN6QLB7W2N37MJ4TAUVZFLYF4YUTYMFPQL4RA75LHDHWGPSKR7ZFU, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GDY36TFK5V53NDF7JPRWDUERCVP4MBG6EWKJIJ7B7MJZTY3MPNT5RBTY, 0.00 , 923.60 , 461.80 , 461.80 , 0.00 , 3 , 3 , 6 
GAI2AOCE5CNEWLN53J5LWHP7GJFLPBPGV7DAJQJXJ5IHVMFQ4CVFTTVJ, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GCOXRHN3ITHOJRBWU34T6CLV6HHYU44IHEYNCA6UZYGBP7YDGYNYUQRE, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GD4OY4575PJSJBSKCGMKPRKR6HLCMS6BV7HOERJX7TOPOR5C5N3OTMTS, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GBNFNIQLCCXCZ33Q4WGE2H36DZPFTHJKGCU6LVNPNTFQEI2BHJDYN3W7, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GAG53MA4H23MLUARGUWAZK3AOH7D3SEKCPPCACFWK47RBDTMIRUBGPQI, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GD3SKZYRARHSGHBJGKBOTZY4T4UXZNXP5ZFUBMAMAGPNR77DTJNWPMQM, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GBIHCAAL2CLXW2CA5UJW3N6VWUQ2VLDHGQVU2CRLN7SY5KGEVFTJQXFL, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GAKUITQRRU7N6RUVYJRTNVEX3TDBUU3RREUBN2UEUYNUGEV4UJMOZQYJ, 0.00 ," 1,036.15 ", 518.08 , 518.08 , 0.00 , 3 , 3 , 6 
GDMDJPMVGPIUMLD2OAI7RZA25EU6RUU6LL6CWZJG6ZZUSS4G6AIIC2WI, 0.00 , 802.00 , 401.00 , 401.00 , 0.00 , 3 , 3 , 6 
GAFVGVTSZCL4EVUSD7PJASW24XFP2Q64WHQO6JC4TP5S2FKVO6ECDVMC, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GAAJ6SG6YGDX2WFGQRTXA5YIVAGLLLPMIAJJKDCGVEIHPUD6PRDYBTYE, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GD5VK46NCJXYUF5HRTTW3HDQPUZL7YR5GVDEJ6RCIVDX4YZKFXIIOSTG, 0.00 , 802.00 , 401.00 , 401.00 , 0.00 , 3 , 3 , 6 
GARCC7N3FUKBCJJZRXYLAHL3YYCK2VYBNA3ST3IXX3EVQI3B3ZYOROL6, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GBIVKQK3XFE55CK27AFMGM26FLL6JLKJ2QCTWSRYU2TYYAS6UN636FOI, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GCWVSY2VZTYXAT4EXVOJ5YJGBDQI7YJMTLK7U2DIS4GKE67ITYQI7GAZ, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GBMDKS2OUU3NOYJQMXCEANVJ4AL5ODKVPGLUQQFL72ILT6IZMBZDFD32, 0.00 , 760.40 , 380.20 , 380.20 , 0.00 , 3 , 3 , 6 
GD4DUF3GPKG5RPT7VL4HKX3FJ2FMKLZISCSPICYMAGHFDOMER2NQP5BB, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GDHHXGWOEP2K2D3ZGZN4LJH7UIQIB3NXCK7TNFLNOZVVGXITIPVULL2A, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 3 , 3 , 6 
GA6ONDILVD4L6WAUGLYPOVEDPIAJXPJL24SQCRUJXNUWCYQQZ7V6SMZO, 0.00 , 802.00 , 401.00 , 401.00 , 0.00 , 3 , 3 , 6 
GD5MOZH3ACKDKCFYEEBGEVDEQBUUMRDDRDSIVINF6CQV4SF35CV7YCHF, 0.00 , 404.00 , 202.00 , 202.00 , 0.00 , 5 , 5 , 10 
GAOJCCK7IMNFGFQ4T43Y26RNGFSBN6YTK2DHJIM3X3EMIDWMM7VFPVTW, 0.00 , 512.15 , 256.08 , 256.08 , 0.00 , 16 , 16 , 32 
GBF77X4QTW3BX2JUOCNS6XJSMWZ7EAPCPT2YJKUECV2UDNHWCVBMI4J2, 0.00 ," 4,000.00 "," 2,000.00 "," 2,000.00 ", 0.00 , 10 , 10 , 20 
GCEOA4OARCNH5GXYZJZKL6R53N6TGRSFOXZGSJITILX4Y4K6XGAAPFFH, 0.00 ," 3,991.01 "," 1,995.50 "," 1,995.50 ", 0.00 , 10 , 10 , 20 
GBWLLGODDBX3MPWJDGR4ZINOR7FWU6IQQGCS57Y4MRRM7TQSKHTA33NR, 0.00 ," 3,238.50 "," 1,619.25 "," 1,619.25 ", 0.00 , 10 , 10 , 20 
GDMR7DZAKPEK5UX7F5SRDH7RO2GMQXMT2OPYGZPI3CVTRXBDKM6ZTZCG, 0.00 ," 3,185.62 "," 1,592.81 "," 1,592.81 ", 0.00 , 10 , 10 , 20 
GA3ZZ4USPLLCO7KKDW7Z4YE2RQ6DV2HTN745VPBNMYIVK5V7HM6DWWH7, 0.00 ," 4,000.00 "," 2,000.00 "," 2,000.00 ", 0.00 , 10 , 10 , 20 
GDUA5AAMNCCBUBEXB3DBCUB6FEQTHFDDQUM6Z4XPZU2BTF7KKG24TTDY, 0.00 , 430.37 , 215.18 , 215.18 , 0.00 , 10 , 10 , 20 
GBMAILQT5F4YRRPWFUL42QYZMJYECJ5YJK4PLNCELTPYW6HXFAC7VUJG, 0.00 ," 4,000.00 "," 2,000.00 "," 2,000.00 ", 0.00 , 10 , 10 , 20 
GDCOKRG2AWJ4MW6I3PUIL5FF657MRJ3DBWTRZHUL6SV5NVNJN6DT2WRR, 0.00 ," 1,202.00 ", 601.00 , 601.00 , 0.00 , 4 , 4 , 8 
GAWHHOKPKC2KKSIILETKOQBMMWLNUNXZT2HNUCHORJYTWTN3BG74OTOS, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GBTOMPNPDN5O7MQTSMV7G4MEVS2IPITIQDB7TWBX2YXBF4MTKGSEKESO, 0.00 ," 1,600.08 ", 800.04 , 800.04 , 0.00 , 4 , 4 , 8 
GAUHQDOZZVCPKSQ3NAYWL4KIIAEOHVIXAZEI5BAVGIXD7OTMXRY2KAH5, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GCCNP6CWGCXBMSK3N2MKJHXHBPVZNKEIDSK6VOZK3WZU5BMO5BIXCJAE, 0.00 ," 1,275.48 ", 637.74 , 637.74 , 0.00 , 4 , 4 , 8 
GBNJOWTA3FWPVL47L4LFDKOIGNTHW2LGCG2PCWMOLHLBGPNWUIIPQHKX, 0.00 ," 2,000.00 "," 1,000.00 "," 1,000.00 ", 0.00 , 4 , 4 , 8 
GA23RHFYCQWDBAYMS3I3A3XA25YGBH5KJYO6E754B6BQ6UTR7PBYJDSU, 0.00 ," 1,844.16 ", 922.08 , 922.08 , 0.00 , 4 , 4 , 8 
GDA554KX5TWBIV4YLE67G5Q4H7UXIIJTLKK25OHUDVMMFXOJZXFLEBMB, 0.00 ," 1,000.00 ", 500.00 , 500.00 , 0.00 , 4 , 4 , 8 
GBWVGYGC3ZX3TW5SWKLVXUKFFLDSTTARK732YI4AOWVTJHN4LTM3YK7O, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GDQHJQSP6YGQQ2W7FO4DX2XBOMTZLQ3Y44LW3CI5JQIAXZTTGSFEQ5WT, 0.00 ," 2,000.00 "," 1,000.00 "," 1,000.00 ", 0.00 , 4 , 5 , 9 
GDMF5B4YOANKDPK2XKJYV5EEMY6O2NK6X2KSQIYDZZTCL7TN2OHMHP2N, 0.00 ," 1,194.57 ", 597.28 , 597.28 , 0.00 , 4 , 4 , 8 
GD5FYSQFOUHZO46DOUJAYGFQ2PFRFNZL4XLSJZJXFJYHVAL44MAFZIFG, 0.00 ," 1,194.00 ", 597.00 , 597.00 , 0.00 , 4 , 4 , 8 
GAHBCCQNVOYTRBK3AOKWR4GMZEV5NKT7UHR7JKSWUPAANUU25Y6DU42J, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GC4ZEGVCJBN6B4S234SSSC7CVECUCV5EHZFG4EPGVQSMGPTT6O5JRFZO, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GA2HRR3AJ6WVVUYZTAVM3I4EIJWVNV7UIOG6H3FBNC3OEQJFDOEKG4GQ, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GCJCUOFPZAGIN7A72EIFQW4RYV65H4643IVNJ2MM3TRVCIL7EJQOENMB, 0.00 ," 1,202.00 ", 601.00 , 601.00 , 0.00 , 4 , 4 , 8 
GA6DSI5KJ4IOWZGMCOJ6NONFV6Z224JK2AZDABCW3PDSCA3MTKYJDFXB, 0.00 , 437.31 , 218.65 , 218.65 , 0.00 , 4 , 4 , 8 
GBM2S5GQOQAPMFXGE7QIMRHU7XHSQ27ZLT75HYKCHEEDOA3P4OYXKAPQ, 0.00 ," 1,196.00 ", 598.00 , 598.00 , 0.00 , 4 , 4 , 8 
GA7VZFN3FGGFLECPZV32AHBT52SS7AO3OACL7FVQXVA5MWMPBUWL24EF, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GCZBCIFFICNUW7YAKKYAYQY67FPYZY5I7KJGUPCM2SLDEFOSFTK64ETX, 0.00 , 429.19 , 214.60 , 214.60 , 0.00 , 4 , 4 , 8 
GAKOOIH4NGTZAWLNJCUU2XBAELJSG5BXO2G6LSATRW3EZZ7WTHZT27R4, 0.00 ," 1,140.00 ", 570.00 , 570.00 , 0.00 , 4 , 4 , 8 
GA4TVOOB66ZPC4D4HKQ7VP2LN3UN4FDYIX27ZAGJEUQG3HKWERAIYI7B, 0.00 ," 1,844.16 ", 922.08 , 922.08 , 0.00 , 4 , 4 , 8 
GDJHD7RJD6QUPNP5ZYLMOFEFCUT7VTCDOAJK7CQ2JO32XSPL64CY35R3, 0.00 ," 1,013.37 ", 506.68 , 506.68 , 0.00 , 4 , 4 , 8 
GDSXUF2IIY45ZD3KQDV4VNFMZUGNJUFOZYFUFRGPUS3UVGVDGJYDWD6B, 0.00 ," 1,221.00 ", 610.50 , 610.50 , 0.00 , 4 , 4 , 8 
GC3HFIKBFU65Z3QL46GAI2O2OO7HV7X3UHAG6NHQM3WGNIZ7B2MFQU6M, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GABLFDQFTIVR6UDRILCTHN4NY5BN34KTFKAILQZRVZKMSGTFELMANZRO, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GAFNX4MDGBEJXSJJ65C2IGMEU2XYATGJXET4BAAZ2ENK7MFOEZLYRXKE, 0.00 , 796.42 , 398.21 , 398.21 , 0.00 , 4 , 5 , 9 
GCXNXYFJAW6DMOKCWQ5VJ52NK2MJVIPR6R7K7AWMVP2VKTG7522TLPES, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GDG56XY7GO3ULJRHDF335L3HMO6SA5F2MBTYLHUQX2NXKJ2GFN7S2FQF, 0.00 ," 1,602.19 ", 801.10 , 801.10 , 0.00 , 4 , 4 , 8 
GAJK3UMIJ4FU6RFZ4VPGGLTYVDEQXJPQXMYVDW6W4LPXHBBXV6CRCIM7, 0.00 ," 1,600.00 ", 800.00 , 800.00 , 0.00 , 4 , 4 , 8 
GBEXF2QPL22YT325XYGL4S3H2FK5QLGF4BDBYPV5JEJDOFW5LQFCXVMF, 0.00 ," 1,200.00 ", 600.00 , 600.00 , 0.00 , 4 , 4 , 8 
GBK4IP7CH75UW57XECROCIN6JMEMPNNDVOEHBJ4G2K6PR2Y3JFQ7HQ4B, 0.00 ," 1,380.95 ", 690.47 , 690.47 , 0.00 , 4 , 4 , 8 
GAPAENVUZ7LIYGLZLTYA7QK3DZS7AXRLHOQL5P5SXJRT7NTKRMTH37ZP, 0.00 , 562.51 , 281.26 , 281.26 , 0.00 , 1 , 1 , 2 
GD7CSQUBTX36WJGEY4MLVOGU2WGZXVHUUC6ZCEXJYXHXOHQYY6GBNV6H, 0.00 , 964.53 , 482.27 , 482.26 , 0.00 , 1 , 1 , 2 
GAMSPNEMT3G4ZT7FGOYKIBQ7REDNVP2PDXTN37Y2LRBIM6QY4E7B7ED6, 0.00 , 529.77 , 264.89 , 264.89 , 0.00 , 1 , 1 , 2 
GBODQAF2XGKC7RGI67JVLCCKEAAU3BK4D3JFRFJTRI4ELLYGQACUT2EY, 0.00 , 771.54 , 385.77 , 385.77 , 0.00 , 1 , 1 , 2 
GA7C2E5U2EYOSUD4BPP4XVNRA2HTZ6ILNLVK5GJZKKK7GQZKVXPDESTK, 0.00 , 643.02 , 321.51 , 321.51 , 0.00 , 1 , 1 , 2 
GBEBN52NJ3R7GNIR4HUPJF62W25PRP7HOSN4QMCL3HBAGJYA25XM7WAN, 0.00 , 455.28 , 227.64 , 227.64 , 0.00 , 15 , 15 , 30 
GBNLE3YVCON4SXL7AIPXKS3QPIV3FLWJT5IQCQTETBPCCLSKO4U6LMZI, 0.00 , 450.00 , 225.00 , 225.00 , 0.00 , 6 , 6 , 12 
GCJU5MMQTSN3INNNFODY2V7XYOLCA5RZRENKGIKRPPZWD6GF3XAWHT2V, 0.00 , 412.00 , 206.00 , 206.00 , 0.00 , 3 , 3 , 6 
GB4ALP7TNU6MN6CVWMSUXYH4M77WLJT67FTVFFKWH4XYRSQJA6D237CZ, 0.00 , 398.17 , 199.08 , 199.08 , 0.00 , 3 , 3 , 6 
GABJROOTWRTS3WVTYR535MUPJB56CVW7MBM3W3TAUY6CRYA7SYDDZUNE, 0.00 , 481.60 , 240.80 , 240.80 , 0.00 , 3 , 3 , 6 
