address, current_balance , gross_tx_amount , in_amount , out_amount , fees , out_txn_count , in_tx_count , gross_txn_count ,
GCI64BG2IE4UVSQDHPX4ZRGBDCNEI6KUZLY2MDOJJ6CZ4QRVXLFIBLIS, 100.02 ," 1,098 ", 600.00 , 497.74 , 2.24 , 5 , 6 , 11 ,
GCJ2MXRVWPH3ZQVFBCNROL7KWPIM3Z2M5DJZXMHDI7QYKDMODQTR5IVU, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GCT6ZP63YIFOXCVCYLDNS6CBZHHQJIZMR4V5YL6OCZZMUY5P3IFBFMBS, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GATPTI6JB33PIR3H5QZRWAPGGL3RSJQMJZQZOJW4O2OR4XRBEEJXG3ZO, 100.00 , 100 , 100.00 , -   , -   , -   , 2 , 2 ,
GDE6BCY7XAGGH2BA7ZFFNMJRQT7TDNQTGGMR5TCEPYJGR3SFDUVGRHT4, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GC3FEDYUEIDEARTPSHYLWCTUPDEP775ROYCONGFQRGT3FWSK6JCNVOVD, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GCFWJXVLPD2SYJU4AGFXKSH73P76YXLFD7AN3CN2RVYISYZYU63IWFEN, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GDSJSWY4AFWTVHDKEVURKGZJG343QYXF2HLGAWLPKTAMZAWIKH7N62IB, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GASNO4YIVECFLFLE4I5SPX2WSY2GSE3DAED2K63KX5ROFZUTQPVFR766, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GAAEXODE6OKY2GSB3PZ6YXIFQNAZ6CQKH5FN22EALGOOEPHO5FVB4XEK, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GAL5AXDQUQYDGHLHGI4MGMWNPCYAS6XWW5X7ULKQ2UCX7Q5EUDKRGT5Y, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GDC2MBDWG3Q6M43NUXC4FR5CZ5JT2ITEA3ECCGKVFXANNVPULO5C4WOZ, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GBHGS3X2FXGVZ4GOKUNQR5IEZ6NAPUFEVE22K6ES33VJCLETOGD7E5T6, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GCNPKWERGOFLOGHF2URGHPHJNBP3MX2CL3ZVVNFZMXYBE3GUT3QFPBN4, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GA3LPZPAKH2RNDPECWTWZVZXTE4VY6HU46LTK6ORVAZHXBCGD672XHG5, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GAW6QWZU22WFR7JABTO6HZ42PECWKD3WOWBVOGCHDEAZKI5GDC6PHW2V, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GCC2QEUTABJF2UT64CW536WNK4A3LTYEYNYXQRCIYX7IQW4X32YGZZQT, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GCTFULVWVTOF35B6Z7QO3H2MG722Z746QYSTWRVROHZRGW7XCROEKGST, 100.00 , 100 , 100.00 , -   , -   , -   , 1 , 1 ,
GC4C4N4DAV3EUMFZHIT5V3J6W7JXGP3VJVO5WDOMODDYYXMNN7RUA2WJ, 99.83 , 302 , 201.28 , 101.00 , 0.45 , 3 , 2 , 5 ,
GDZTDTS67IPTI6XV67C7QE7VHNKRO33JBML4JVZK7HFMCNA4MBDFQWIA, 99.80 , 100 , 100.00 , 0.20 , 0.00 , 1 , 1 , 2 ,
GBE6W5XDGVCVPRH4T2T6W7M6YTUPHTINUROWA54B3RI3TEUI43HOIIMQ, 99.78 , 100 , 99.78 , -   , -   , -   , 5 , 5 ,
GBVKQC3IIOXM3PRRYV4LQRSAR2ODCOXZNW3VWWULSELPPWSAZIYL4YS4, 99.00 , 101 , 100.00 , 1.00 , 0.00 , 1 , 1 , 2 ,
GC4I4KMIUVPXM6S7MXXR2CFEQG3QMLXU37QG72SLHJX3C2ZDLVLAHXSY, 98.68 , 726 , 413.16 , 313.07 , 1.41 , 3 , 6 , 9 ,
GDLK4XDBRDQHYWZBL2MBFYGSPAHDFDCMEGX6ON5LNQJQXTZT35Z4OKHW, 95.00 , 95 , 95.00 , -   , -   , -   , 1 , 1 ,
GAIZXBTUODEG7KHVCST5LW5I2EZHM4DYGEQIMIFLUUTWXZFHJ2MCVXLK, 94.98 , 105 , 100.00 , 5.00 , 0.02 , 1 , 1 , 2 ,
GDPOBS74UKQIIVOV2ER5GMK5RK6VOJVEMKQCPI7YAULVJGF4MGNWQHRO, 92.25 , 92 , 92.25 , -   , -   , -   , 9 , 9 ,
GCG5OZU56XOFA5K3XH6WOENHIOZ6CGCZZXHTMFRQLNH2YCWMARTHMLR2, 90.59 , 91 , 90.59 , -   , -   , -   , 1 , 1 ,
GD5BLJ3UEG7URVQSKJZ7KVNFLGZFBD6TUBKWAIBITYO4MBUDLPIJRLOL, 90.59 , 91 , 90.59 , -   , -   , -   , 1 , 1 ,
GAQ4UF3U35HW22FBHUQ3P43QPBI5ADXWXF6P3AXE4SSOQ7C76BNDIENA, 88.08 , 315 , 202.00 , 113.41 , 0.51 , 5 , 3 , 8 ,
GDM2PEKNQR54US4O5NNEX7T7EJ5XTLNRR4T5VFWCOXRYHT44PTA2S32U, 87.45 , 87 , 87.45 , -   , -   , -   , 3 , 3 ,
GCEBGPFP27MPJKF4U2C626DOVRCOMNOBJOPM6NA5XGSMSRAIVGHMFLXF, 75.37 , 75 , 75.37 , -   , -   , -   , 3 , 3 ,
GBHFXNC2ZD6IH4DBRBLZOSJHYUMKBPTHWD7NAEBYUJYWQBFWBJRX2H7B, 73.36 , 73 , 73.36 , -   , -   , -   , 2 , 2 ,
GBNRSYBR4XO4S64YQTZICMY3IDUVMG6OAT4PO5UJK7R3E5JNZCDZR2KZ, 73.11 , 145 , 109.27 , 36.00 , 0.16 , 2 , 6 , 8 ,
GBM72MTGYY2FIDRORFLAV2F6LFVMTAMWIZPODOVRZEZJWV3EW7FQ7ALD, 69.81 , 245 , 157.61 , 87.40 , 0.39 , 1 , 15 , 16 ,
GC4YTFXWEW4L34WT2G2GR4BRRHDYXRBEWHJYX42TUZECL3TGVZCZZ4JM, 64.04 , 64 , 64.04 , -   , -   , -   , 2 , 2 ,
GBRD4C3D2H4K4M7UDACUPQY6BYJOUMKA3TF44IE5DWDVTN3S2PFRNGJZ, 55.14 , 730 , 393.51 , 336.85 , 1.52 , 26 , 6 , 32 ,
GA4NC4AEW2Z7WHGKTFJHWVSYIGURCTPF5IVCXLZDNNQVZD6ADRFXPGTV, 54.04 , 54 , 54.04 , -   , -   , -   , 1 , 1 ,
GDHJX3YN3I5AXER2I5FTJPFE6KZS5CKTKPBQHTK6FFZCRC4X2TE6TKDE, 51.54 , 52 , 51.54 , -   , -   , -   , 2 , 2 ,
GBVOKUZF3T3RSG2FWFPBM775EUSIHISQTS6NSNOMGZ3QPD2RT5D5YYUH, 49.97 , 154 , 102.03 , 51.83 , 0.23 , 2 , 3 , 5 ,
GDLVFWEKW5SXAC7RDV4DVGGYYJAWWAZVZLTYIG5ZOQ4CHDGUWFY473DQ, 43.95 ," 1,131 ", 588.75 , 542.37 , 2.44 , 6 , 2 , 8 ,
GANHRR6S5DYYNVSEEFH6OL7TVIRQ5MTA46US3NBQYL2NRQIHK3AI7QJ5, 40.94 , 41 , 40.94 , -   , -   , -   , 4 , 4 ,
GBOVMGOT3UJYA3DCZT27TS3YYHRMKRQ3S4WQPQEBJI37TVFVDNE5ISDW, 40.53 , 119 , 80.00 , 39.29 , 0.18 , 1 , 2 , 3 ,
GDOWGVER22XKFY5HSPSKR3N2MLS42BAEEVBLPKU3K5PTYF7QO4FYI22K, 40.00 , 40 , 40.00 , -   , -   , -   , 1 , 1 ,
GBME4OLENFUQFE6FMEPWJJABAT367W4BNABCSCNLERRFWLB46OQTUR3I, 39.09 , 161 , 100.10 , 60.73 , 0.27 , 6 , 2 , 8 ,
GBSNUYAUSA7AZQP7FP7HFHDYBTF6MWEJXY3OG2F7QRRR3DKML7BDZVRK, 33.68 , 34 , 33.68 , -   , -   , -   , 2 , 2 ,
GBKOYZDVX4MMCGYGEGCMDDWFWPXW36EHTTKWPMOMBU2KLDHBV7IJ72YE, 31.87 , 32 , 31.87 , -   , -   , -   , 4 , 4 ,
GBKRSEKVKRAUH725LMDA7AZGK2Q6D24C4MALMHRJV5XF7GBWLVID53M6, 30.53 , 31 , 30.53 , -   , -   , -   , 2 , 2 ,
GCF3QV6UJTS7D2JXNMOECDL3YRNDU2NH4US7J2TM3MRVEH7NETDGMWQR, 29.80 , 30 , 29.80 , -   , -   , -   , 1 , 1 ,
GDOJ5ETYQ3F2TURJYCZXXF6F23U7TLF6EL2ZUZ6ZSAO2XN5U3M5QFERT, 29.02 , 29 , 29.02 , -   , -   , -   , 2 , 2 ,
GBIC3Q44AVANLOZHNIIXNQ3BU4EUAMSKPXBOHNZPPVV7A63E3AD55HYM, 23.84 , 24 , 23.84 , -   , -   , -   , 2 , 2 ,
GAQENOL6XADUFSUFEUILKNMGOQSUFS5Q5UOYZW67FTADXP5PF4O56VR6, 23.63 , 24 , 23.63 , -   , -   , -   , 1 , 1 ,
GCTJCNQGP7CE53TVRJKQSPO4YMSEMJJDMNJBRUWMTD2EXJZAQOAXXVQB, 23.02 , 23 , 23.02 , -   , -   , -   , 4 , 4 ,
GCKKMJ6TPHMCI644H72MO3T5MYFOYHCRF6GILMOPJW62TXN4PBQNFSDA, 22.78 ," 9,956 "," 5,000.78 "," 4,955.70 ", 22.30 , 14 , 13 , 27 ,
GCQVVBY4A6KQ7WNHIVEZ75KMUH3U75D4SJP3XKDRSSVABLJXW5DGRR3C, 21.22 , 21 , 21.22 , -   , -   , -   , 3 , 3 ,
GBTJEHPNLWDHP5BD3MXYNRN5JTQC7KOHLEA3673RYZL55FZZXJUQKYNP, 20.23 , 20 , 20.23 , -   , -   , -   , 3 , 3 ,
GAS6TPWCUFJQQTR6HR6HVVQLJIVVT2QYIHLDUXHT4VZZWR3VUF5YMHHH, 20.00 , 20 , 20.00 , -   , -   , -   , 4 , 4 ,
GCB6LZOAGUAUL5VKJIIHJQFBLK5M7CCN372BXG2MFQKQXGLGIMOAPYIN, 20.00 , 40 , 30.00 , 9.96 , 0.04 , 1 , 6 , 7 ,
GD22SCWPGOIAUFV6ZNTAVBFLQACU3LG6VBX3ISLQ2MBFJCFJIPW55GWO, 19.44 , 225 , 122.20 , 102.30 , 0.46 , 6 , 13 , 19 ,
GDOX7LV62DF5FCQ4UVRN6GFPZCE4X6R25NGMED6MULZXRJ73Q54QKEDY, 19.28 , 19 , 19.28 , -   , -   , -   , 2 , 2 ,
GALNMYNOYDVHZYPFCQOU7TYEDUGJVYZV5OMLJYAFV6XT24ZHIANDFVGZ, 19.16 , 455 , 237.77 , 217.63 , 0.98 , 5 , 10 , 15 ,
GBBR53ZZLZWAX7PDENTRJ5VAD4KBP4WIV76D4IJJFAGKVGGRTCW3ZGUA, 18.63 ," 4,195 "," 2,111.36 "," 2,083.36 ", 9.38 , 13 , 15 , 28 ,
GCUGQMMZZXODC6RNG7T3PAPABBXU6HCBR5MII7B64U2WCTFYYV6TZ23L, 17.00 , 17 , 17.00 , -   , -   , -   , 1 , 1 ,
GBSG2ZS5YRKI5SHT6AGNIUWTT7IAYDGSFZ2GZ4I66TDZ5Y5JL56U2MWC, 15.93 , 16 , 15.93 , -   , -   , -   , 1 , 1 ,
GAQUYY623UQYEPL2HJPPDDRNYVIDH6KFIQANODCYMPU4PQNB2BQAOYIZ, 15.37 , 15 , 15.39 , 0.02 , 0.00 , 1 , 1 , 2 ,
GBOPNTFVFLDKVJC77IAACDAYZ7UCKZUMIXYKZABKQWXN6IT53PILK2NG, 15.13 , 15 , 15.15 , 0.02 , 0.00 , 1 , 3 , 4 ,
GB3M3B3CMKWPFJFDY2UAMQHYUQMKU3PJ6AW2ZCOSEOB6IEIWB7HSG3FO, 14.95 , 917 , 467.00 , 450.02 , 2.03 , 2 , 2 , 4 ,
GBL566N27TCB5LY4GG2YX55ICIDORMACOJRDWUKEX6WK6TLBXPFIIWDM, 14.71 , 15 , 14.71 , -   , -   , -   , 2 , 2 ,
GDDDZGIF4CIZFOHAFGBMR3WMZYA6LD6RTAJ553GQFBNZPLMHKT22ENR5, 14.66 , 15 , 14.66 , -   , -   , -   , 1 , 1 ,
GAGHM6SB3GVVGSRHFRHLRRMBR3QEZQU3OKGX4GHXYNX7K2QDUG6EQLXJ, 14.44 , 14 , 14.44 , -   , -   , -   , 1 , 1 ,
GDLMRLDT2EGOITWBIH273XF6S3QPSI6RFKNCP6KXF4TFI2UZ3QMI5EVW, 14.02 , 14 , 14.04 , 0.02 , 0.00 , 1 , 3 , 4 ,
GCKKA2LVBWGTAZZYHJARGFFFYQ2M4LSCT7NFKF3XM25ZQU7JAQ5IH4ZI, 13.15 , 13 , 13.15 , -   , -   , -   , 1 , 1 ,
GCFLYCWDIJSKBCOFORE2EQFPTNCXZNFNCW7VAM4A2RFUPHKXRZCZEKJF, 12.48 , 13 , 12.50 , 0.02 , 0.00 , 1 , 2 , 3 ,
GDC6DMCPYN7FNVLF2JRN6QP5XTBVHD56HYQN6XFBBJULSCJFX225PL4V, 11.29 , 11 , 11.29 , -   , -   , -   , 1 , 1 ,
GALWJFEUTEU7QNNINU65JZWEDW7XGC6AEMBZC5GBALNWAQEXNGRVMCY3, 11.22 ," 37,505 "," 18,800.00 "," 18,704.61 ", 84.17 , 20 , 33 , 53 ,
GAIBOOE4C4CGGD7HHIUO7QX3GVBR7VIRDLQWWSPWBILUKDYMODVYHJO2, 11.21 , 255 , 133.58 , 121.82 , 0.55 , 11 , 7 , 18 ,
GASCCRNJGCYUJNDNO22O5C5UY5O33N46WIW62ARXPMPQPGASNF27LLNH, 11.09 , 971 , 492.25 , 479.00 , 2.16 , 3 , 4 , 7 ,
GC5MJWMOXVWQDNRMGIHZC6P5Q32E2SNJC7KK5PNR6U3GHWD4VHPRGYNC, 10.77 , 11 , 10.77 , -   , -   , -   , 2 , 2 ,
GCAIYCWFUYO2AVUQQQBNUXIVMCU3K5UWHJXX5T6F7KI6GME23OLKLVOW, 10.10 , 10 , 10.10 , -   , -   , -   , 2 , 2 ,
GDPCQ3KWM776F2AXF7OD3X7VDA3X63NLAEZ2ESVLH7YIBMJK4YLLROKJ, 10.08 , 10 , 10.08 , -   , -   , -   , 1 , 1 ,
GBLZ3CRZEZO35BGUXRTQP2CU4YEXI4IZCNQKUUXWWVTXQWW5GWSS4TDJ, 10.00 , 10 , 10.00 , -   , -   , -   , 1 , 1 ,
GAXO3BZBZQ4BN7NRSNLL7F4OQL52NJHFYLONJM6OLZQXUKD6PD6VXY3S, 9.90 , 10 , 9.90 , -   , -   , -   , 1 , 1 ,
GAOFSQAMCB3Z4V3F7GH7VLJQAKGMDKZII2624V54JBOCN6KDTBOOKXUV, 9.09 , 25 , 17.22 , 8.10 , 0.04 , 2 , 6 , 8 ,
GAH4ILN6OZO7JVFTGVXMFAVLB6UYR6RCQYMRKI5UY3TDBEVVHJKRIS45, 8.58 , 50 , 29.56 , 20.89 , 0.09 , 7 , 17 , 24 ,
GC4TX3CNO7JGCZPGXFTOBSL6ONI4QIAV6BBYSA5PBFF7WZ3C7IB4U2CQ, 8.07 , 8 , 8.07 , -   , -   , -   , 1 , 1 ,
GDKJJNST5HZ6NYBOLM47XOFIN632USGZNGD4NTRQQWKNBNANODT5F6OH, 7.82 , 19 , 13.62 , 5.80 , 0.00 , 1 , 2 , 3 ,
GBGVJRZMJ37MOFZNXI5AUK6QFBRDQKUUBGMOURMEHB2OZB2Q3HRTH5XB, 7.30 , 7 , 7.30 , -   , -   , -   , 2 , 2 ,
GAVIE2L46LFAJANXQZYNAGR3OSG2NLVD5BGUWO6O5COVV7PK3OEVU7JB, 7.00 , 7 , 7.00 , -   , -   , -   , 2 , 2 ,
GB3BIYCVLGLRL2EFPU5RT2VURBUTESDHI4QO56XHGKNO3SAOERQAJELN, 6.89 , 95 , 50.94 , 43.85 , 0.20 , 6 , 7 , 13 ,
GDTEJKMSNNC7HJ3GUOBJ2Q2WTB2CEFTMBCX7RZP5GYJHYXY5B3QY7KVK, 6.78 , 49 , 27.87 , 21.00 , 0.09 , 1 , 1 , 2 ,
GCKC7JATTNJNIWIJJTRKY62XN755DOTAOJDAYFXJSDQVJJPB53E5BTCF, 6.76 , 7 , 6.76 , -   , -   , -   , 1 , 1 ,
GBDRAIEXNGKUURKJBFXERTW2AXS6KOWVSGQ2SHBH2PFEHU57P73Q7WR2, 6.70 , 7 , 6.70 , -   , -   , -   , 1 , 1 ,
GDXIY4B6AUPXCKG5EG6W36W2BWGTBPQBONEKLWHQ7XLH2QIRAN3NKRFT, 6.57 , 287 , 147.20 , 140.00 , 0.63 , 2 , 7 , 9 ,
GAODNPEMBU7WSFTGWTITCYZNK2RKICPKETIY6JZU3QJRLM75YVP6JSLY, 6.54 , 7 , 6.54 , -   , -   , -   , 1 , 1 ,
GCTBN5NRLVIUP72LEJE3O4CLB2HPH6QZIR2PLURBT6PSBHMRUTYHYEUW, 6.08 , 6 , 6.08 , -   , -   , -   , 5 , 5 ,
GAKCKRVGA5KE737X6TIMF22NKM4247NYNFL2ONQEFRA6WDYIEB2IIZ2B, 5.97 , 6 , 5.97 , -   , -   , -   , 1 , 1 ,
GCXRV6F5UICYHGCKHVCJUYAKLN3UFOCSRJWBPIC6S4ZN2XUCHXWHNARS, 5.96 , 6 , 5.96 , -   , -   , -   , 1 , 1 ,
GDGYA7EQFZ6TYKC32754HT5X2PHUXKVM2UH56UHYL4PRG7XO2EF3UL4I, 5.82 , 41 , 23.21 , 17.39 , 0.00 , 3 , 4 , 7 ,
GARSO4VOEQXATU6ZJ2TQVMKYTLMXJCBNVBXSKU46KATJTU6Y6YOGEXJP, 5.68 ," 2,812 "," 1,411.98 "," 1,400.00 ", 6.30 , 1 , 1 , 2 ,
GDCEDLQX7YDV37AQ2OOP2AHJYM6AZPW6FOERRE4DJN67H734MB235V7D, 5.53 , 6 , 5.53 , -   , -   , -   , 1 , 1 ,
GBHUZDR7G3XBG7LKTRLQBDK6ZE5JXJF5K2LOWNUXO552OX4R2EWVOSHG, 5.41 , 269 , 137.50 , 131.50 , 0.59 , 4 , 4 , 8 ,
GB5FWJA4BGZZ32SFEGVCYO4ZXHDXGLPWY4KP2RJVMLVP2RBMFOVFG3X4, 5.28 , 5 , 5.28 , -   , -   , -   , 1 , 1 ,
GDZKGNRDY7WL66IVFJFREUPUYIMCUQVSWPBMZ34VY6B2UBEEWNJUNOTQ, 5.19 , 5 , 5.19 , -   , -   , -   , 1 , 1 ,
GDCUPJHO7ZL2OAJRXLRANANMJA4QOUD5VWCUO55NX2EVR6U7556YUSFQ, 5.16 , 5 , 5.16 , -   , -   , -   , 1 , 1 ,
GDMC6I6RZARVR6SBL2AA7AHCOTM44LFGYDZI2RBUAZPMSMJJJHAIQGQF, 5.13 ," 141,318 "," 70,820.04 "," 70,497.67 ", 317.24 , 9 , 7 , 16 ,
GD5SW6XROU7ZE35GFMXGNS3VYXQF7AVPPKBYYPCVGBF5NXPR2Y46CXKY, 5.00 , 5 , 5.00 , -   , -   , -   , 1 , 1 ,
GAQYJIQUSTN3IRHBBPYZNQGEUTTCOD2FIE2ERJXBMHSYFCPIVUCDUGBQ, 5.00 , 13 , 9.00 , 4.00 , 0.00 , 1 , 2 , 3 ,
GCK45CNDVBTE6PMOST4ZQ6G6CRQ7DZ3ADLNLE4QVWUOFCOS52ZDOIAGX, 5.00 , 5 , 5.00 , -   , -   , -   , 1 , 1 ,
GCWMDHGN4RJO72NZ2WQHRBF32JJ3LWMDWBO336ZLIAJ6EJXU3HOU7SKY, 5.00 , 5 , 5.00 , -   , -   , -   , 2 , 2 ,
GAOO4W4NHRSUVFPCVUA2BZTAMCJ6O7MBMXMDMUL6XEQ7Q6DBT6UTFD7V, 4.97 ," 49,490 "," 24,802.94 "," 24,686.88 ", 111.09 , 51 , 52 , 103 ,
GDAC6TUP3J5GRMP4HJNTTA7AWH7IQYBFSOJMPOWJPGSEQQBLHS2NQ65G, 4.79 ," 1,193 ", 600.00 , 592.54 , 2.67 , 6 , 2 , 8 ,
GAD7BUD2522UHNTTP6OSEEDFMNEL7QRWY3GZSTECJFDFIE3XKLHX3DNL, 4.79 , 5 , 4.79 , -   , -   , -   , 1 , 1 ,
GDOHO3BDVUQIMFAASTKFJTAV3EG6QPQSHRIRXGQ77HB2O4WMYEN5ULTJ, 4.68 , 145 , 75.00 , 70.00 , 0.32 , 1 , 2 , 3 ,
GA7IW2WZFQUIWZ6IP6SXDKWNOHCH6HTIAG3JJDD5BC3TBQDZ7AFIGKG6, 4.27 , 82 , 43.01 , 38.57 , 0.17 , 1 , 2 , 3 ,
GCE743SFFOODWG3NLG2IULBSTJRJYNMSQ6TRQHQEGAOFS4WHDAOP7VHZ, 4.24 , 4 , 4.24 , -   , -   , -   , 3 , 3 ,
GBAEFGRY63WKBLX3LWUIJK4QLRPMN2MJA4UZAJGGEKPGIPKCGM477BCL, 4.20 , 4 , 4.20 , -   , -   , -   , 1 , 1 ,
GC5WKM6HULAPWPGDEGHHQABKRCPCVJTKMVCEAXBUKNRH47LDA4DES2UK, 4.13 , 624 , 314.78 , 309.26 , 1.39 , 3 , 8 , 11 ,
GAY2MOQRPT2TP7FNQ2QBCCBSU7IBAXBVBNNQI3XLGX7OQ6MIIEIJFVM5, 4.09 , 4 , 4.09 , -   , -   , -   , 2 , 2 ,
GDQREANELTQYCWXEHUQVDLIGWAQO2JI4H25MNYWNTUKHJE46Q36INV6A, 4.03 ," 74,428 "," 37,299.53 "," 37,128.43 ", 167.08 , 70 , 72 , 142 ,
GCIR6WI22YGQ7EYC5WZ5EIZZZJZY73GFGPX6VD4TGIIMIZ47D7XHKJEC, 3.98 , 4 , 3.98 , -   , -   , -   , 1 , 1 ,
GDZUDLCNTBLQDKTNYNWXMNGFJ7FGEEHR44EE5RSNTGU6EMLOKSC6YDL5, 3.68 , 4 , 3.78 , 0.10 , 0.00 , 1 , 2 , 3 ,
GBBX6ASBDDAMHYOOBIXFUIJLQQV2LF4FBGQ4ZPRRXLWBPZZAXATIHACW, 3.45 , 3 , 3.45 , -   , -   , -   , 1 , 1 ,
GBIX76WOS5SCUSJOICHU7523FK4VJWJBBU2YGCNX5G4AVOB2YJRJBRHQ, 3.35 , 3 , 3.37 , 0.02 , 0.00 , 1 , 1 , 2 ,
GBAEE6SMQFI6TQOGHTMHRYMRY254PGI46NKBNQS2FUDUFOCQOYZBUMPJ, 3.23 , 3 , 3.23 , -   , -   , -   , 2 , 2 ,
GA7KBOYB2H576JPO6GSA2L4F7U33BWYV7KOQPHVDCJK73HI77JQCUUB4, 3.13 , 3 , 3.13 , -   , -   , -   , 2 , 2 ,
GA7GWHFRUVW32NXJAQBSOGK6BDBG6RERWBKK7UTY4Y5IGQI6I7MBMJXX, 3.02 , 17 , 9.96 , 6.90 , 0.03 , 2 , 2 , 4 ,
GDTSHA3FKCOPAUO2CEONGPRF5RR4IYHBNZGB5P4Z4KA4LBQICOWFAIVG, 3.00 , 3 , 3.00 , -   , -   , -   , 3 , 3 ,
GD4QFONJSQCF3TEGJHGBSULLILFOTIDLNZTFMZQC3FWXJDVWUVV5FLI2, 2.99 , 7 , 5.00 , 2.00 , 0.01 , 1 , 1 , 2 ,
GAENC56UQPXH3SYQQOF4GBGRZOEGUWONDTR64V35LG4MC2XUFRAJYHEQ, 2.99 , 3 , 2.99 , -   , -   , -   , 1 , 1 ,
GCNZB7Z7SQ3FIEWFHI5JNNI4DZHQRFQQTV4HM4VIFPUPR4LHW5FEQN6D, 2.93 , 3 , 2.93 , -   , -   , -   , 1 , 1 ,
GBPMGGOVA3RCCAQOWWHENSYALP5XOMNI26B3YZ6XXDKVIOCLBHHXJNHL, 2.90 , 3 , 2.90 , -   , -   , -   , 1 , 1 ,
GDVVOCJWCOC4UZJLSK6WT57SCABV7EJSA6RWGN5NCDRUDP4PCTCEKTUW, 2.49 , 2 , 2.49 , -   , -   , -   , 1 , 1 ,
GBSZGZHXMC5TM7JKTNDYR76WO42VP3EK4QAGOI3ALOGLRKU4OK2OU7M6, 2.38 , 2 , 2.38 , -   , -   , -   , 1 , 1 ,
GBYBRINMHAYNCZY2I53LFUZX6OH7SXOOBBNQX43PZWYJ3WQP4XPCUKCH, 2.24 , 2 , 2.24 , -   , -   , -   , 1 , 1 ,
GAKS46XHEVJBPNJC4OC2TCUX44QJEWDEHPWR754NJM6W3AXDTXTHXJUS, 2.11 , 397 , 200.00 , 197.00 , 0.89 , 3 , 2 , 5 ,
GAAKI6NMLCBNYZ4PJUVFETYS4YLFDZJ6RS2OJL5TZMVGROFFOD3PHKND, 2.08 , 2 , 2.08 , -   , -   , -   , 5 , 5 ,
GD6D5OPON5CYWTKJEMCOQJUH5QUUGJLIXSN5W6QSD4GHUGVTLNVHB4KB, 2.07 , 2 , 2.07 , -   , -   , -   , 1 , 1 ,
GCTCRAHQ5ZSHCWTK4NPO5CKKNFIYBAEBBN4ZKTAV7MBGBO4IWMA5Z43U, 2.03 ," 136,693 "," 68,501.00 "," 68,192.10 ", 306.86 , 19 , 14 , 33 ,
GCKCTO4WNQAUVNJLNM6HVXLQBLGYLZYA63FAOOKON7NLFFVYZJEHFYIJ, 2.01 , 2 , 2.11 , 0.01 , 0.09 , 4 , 3 , 7 ,
GCWVJDA3GAY52OTTXDAAJZYBEWTRAQB53YFKYKHKPHCSMDTJJLTLDE3M, 2.00 ," 19,155 "," 9,600.00 "," 9,555.00 ", 43.00 , 20 , 81 , 101 ,
GB5NWX2G4TELIBO3R5OFYD7O2TF25AF6A7VRLCVJ6HK7LB5UCW5ICCFH, 2.00 , 2 , 2.00 , -   , -   , -   , 2 , 2 ,
GAZT6XG6Y5LBP74MDSOJKA4YABH2SK2UAPARF6KWMZW3UGHM2YGFPH6M, 2.00 , 2 , 2.00 , -   , -   , -   , 1 , 1 ,
GBN7YV5YNZ2E66LY22K67KRTAT2CAM3VYPORM54C3LQHH6DFXHVV7CDO, 2.00 , 2 , 2.00 , -   , -   , -   , 1 , 1 ,
GDGIY4ISTT4C7O65UODNLFFXUJKPY656OX6D45IAPHDL3I7VRL6LN2PX, 2.00 , 2 , 2.00 , -   , -   , -   , 2 , 2 ,
GCWXGOYFKFKC56Q2T5IZYNYGII7JTRXBYWCCV7CNRWXL3YDBI2PKM4QV, 2.00 , 2 , 2.00 , -   , -   , -   , 1 , 1 ,
GA6BFDNXHU6OFKJKCCKPZKBUBSKJM3JM75U6LVDQGTZGI5MM5QP2XWPE, 2.00 , 4 , 3.00 , 1.00 , 0.00 , 1 , 2 , 3 ,
GCCAW7MXS3D7LQBRBVTZ7WEC5C5R25NW7IYW7AKRV5L3Q33PWUZVDLFT, 2.00 , 4 , 3.00 , 1.00 , 0.00 , 1 , 2 , 3 ,
GCZHJ6GYQAA2C24EX5AX23JMHKO5QJ3DRETBWVPP5WFS755LGWBZJQFB, 1.99 , 2 , 1.99 , -   , -   , -   , 1 , 1 ,
GBZTI52JFL7NJXFE6CGPKWZCSVINF2VV4VN74QKUWTXDDAEWTMJM3RUA, 1.98 ," 10,208 "," 5,116.48 "," 5,091.58 ", 22.91 , 26 , 24 , 50 ,
